"","Date.Time","TMP_T0","pH_T0","TMP_T4","pH_T4","TMP_T6","pH_T6","TMP_T5","pH_T5","TMP_T1","pH_T1","TMP_T7","pH_T7","TMP_T3","pH_T3","TMP_T2","pH_T2"
"4",2019-06-25 00:00:00,"-7.7","6.42","-7.5","4.99","14.8","6.93","15.6","7.06","-7.6","12.5","15.9","7.71","-7.8","3.58","-7.7","2.12"
"5",2019-06-25 00:10:00,"-7.7","6.42","-7.5","4.98","14.8","6.93","15.6","7.09","-7.6","12.5","15.9","7.73","-7.8","3.57","-7.7","2.10"
"6",2019-06-25 00:20:00,"-7.7","6.42","-7.5","4.97","14.8","6.93","15.6","7.06","-7.6","12.5","15.9","7.74","-7.8","3.56","-7.7","2.09"
"7",2019-06-25 00:30:00,"-7.7","6.42","-7.5","4.96","14.8","6.93","15.6","7.08","-7.6","12.5","15.9","7.74","-7.8","3.55","-7.7","2.07"
"8",2019-06-25 00:40:00,"-7.7","6.42","-7.5","4.95","14.8","6.95","15.6","7.07","-7.6","12.5","16.0","7.74","-7.8","3.55","-7.7","2.05"
"9",2019-06-25 00:50:00,"-7.7","6.42","-7.5","4.95","14.8","6.95","15.6","7.07","-7.6","12.5","16.0","7.71","-7.8","3.54","-7.7","2.03"
"10",2019-06-25 01:00:00,"-7.7","6.42","-7.5","4.94","14.7","6.93","15.6","7.07","-7.6","12.5","16.0","7.73","-7.8","3.54","-7.7","2.01"
"11",2019-06-25 01:10:00,"-7.7","6.42","-7.5","4.94","14.7","6.93","15.6","7.09","-7.6","12.5","15.9","7.73","-7.8","3.55","-7.7","1.99"
"12",2019-06-25 01:20:00,"-7.7","6.42","-7.5","4.94","14.7","6.93","15.6","7.07","-7.6","12.5","15.9","7.73","-7.8","3.55","-7.7","1.97"
"13",2019-06-25 01:30:00,"-7.7","6.42","-7.5","4.94","14.7","6.93","15.6","7.09","-7.6","12.5","15.9","7.70","-7.8","3.55","-7.7","1.96"
"14",2019-06-25 01:40:00,"-7.7","6.42","-7.5","4.94","14.7","6.93","15.6","7.07","-7.6","12.5","15.9","7.70","-7.8","3.55","-7.7","1.94"
"15",2019-06-25 01:50:00,"-7.7","6.42","-7.5","4.93","14.7","6.95","15.6","7.09","-7.6","12.5","15.9","7.71","-7.8","3.55","-7.7","1.91"
"16",2019-06-25 02:00:00,"-7.7","6.42","-7.5","4.93","14.7","6.95","15.6","7.06","-7.6","12.5","15.9","7.73","-7.8","3.55","-7.7","1.89"
"17",2019-06-25 02:10:00,"-7.7","6.42","-7.5","4.93","14.7","6.93","15.5","7.09","-7.6","12.5","15.9","7.73","-7.8","3.55","-7.7","1.87"
"18",2019-06-25 02:20:00,"-7.7","6.42","-7.5","4.92","14.6","6.95","15.5","7.06","-7.6","12.5","15.9","7.74","-7.8","3.55","-7.7","1.85"
"19",2019-06-25 02:30:00,"-7.7","6.42","-7.5","4.92","14.6","6.95","15.5","7.08","-7.6","12.5","15.9","7.75","-7.8","3.55","-7.7","1.84"
"20",2019-06-25 02:40:00,"-7.7","6.42","-7.5","4.92","14.6","6.93","15.5","7.07","-7.6","12.5","15.8","7.73","-7.8","3.55","-7.7","1.81"
"21",2019-06-25 02:50:00,"-7.7","6.42","-7.5","4.92","14.6","6.92","15.5","7.07","-7.6","12.5","15.8","7.72","-7.8","3.55","-7.7","1.79"
"22",2019-06-25 03:00:00,"-7.7","6.42","-7.5","4.92","14.6","6.92","15.5","7.07","-7.6","12.5","15.8","7.71","-7.8","3.55","-7.7","1.76"
"23",2019-06-25 03:10:00,"-7.7","6.42","-7.5","4.92","14.6","6.92","15.5","7.07","-7.6","12.5","15.8","7.71","-7.8","3.55","-7.7","1.74"
"24",2019-06-25 03:20:00,"-7.7","6.42","-7.5","4.92","14.5","6.92","15.5","7.09","-7.6","12.5","15.8","7.70","-7.8","3.55","-7.7","1.72"
"25",2019-06-25 03:30:00,"-7.7","6.42","-7.5","4.92","14.5","6.92","15.5","7.08","-7.6","12.5","15.8","7.70","-7.8","3.55","-7.7","1.69"
"26",2019-06-25 03:40:00,"-7.7","6.42","-7.5","4.92","14.5","6.94","15.5","7.07","-7.6","12.5","15.8","7.69","-7.8","3.55","-7.7","1.68"
"27",2019-06-25 03:50:00,"-7.7","6.42","-7.5","4.92","14.5","6.94","15.5","7.09","-7.6","12.5","15.8","7.67","-7.8","3.55","-7.7","1.66"
"28",2019-06-25 04:00:00,"-7.7","6.42","-7.5","4.92","14.5","6.95","15.5","7.07","-7.6","12.5","15.8","7.67","-7.8","3.55","-7.7","1.64"
"29",2019-06-25 04:10:00,"-7.7","6.42","-7.5","4.92","14.5","6.95","15.5","7.09","-7.6","12.5","15.8","7.68","-7.8","3.55","-7.7","1.62"
"30",2019-06-25 04:20:00,"-7.7","6.42","-7.5","4.92","14.4","6.95","15.4","7.07","-7.6","12.5","15.8","7.68","-7.8","3.55","-7.7","1.60"
"31",2019-06-25 04:30:00,"-7.7","6.42","-7.5","4.92","14.4","6.95","15.4","7.09","-7.6","12.5","15.8","7.70","-7.8","3.54","-7.7","1.58"
"32",2019-06-25 04:40:00,"-7.7","6.42","-7.5","4.92","14.4","6.95","15.4","7.07","-7.6","12.5","15.7","7.70","-7.8","3.54","-7.7","1.57"
"33",2019-06-25 04:50:00,"-7.7","6.42","-7.5","4.92","14.3","6.94","15.4","7.07","-7.6","12.5","15.7","7.72","-7.8","3.54","-7.7","1.57"
"34",2019-06-25 05:00:00,"-7.7","6.42","-7.5","4.92","14.3","6.93","15.4","7.07","-7.6","12.5","15.7","7.71","-7.8","3.54","-7.7","1.57"
"35",2019-06-25 05:10:00,"-7.7","6.42","-7.5","4.92","14.3","6.93","15.3","7.09","-7.6","12.5","15.7","7.70","-7.8","3.53","-7.7","1.57"
"36",2019-06-25 05:20:00,"-7.7","6.42","-7.5","4.92","14.3","6.92","15.3","7.07","-7.6","12.5","15.7","7.71","-7.8","3.53","-7.7","1.57"
"37",2019-06-25 05:30:00,"-7.7","6.42","-7.5","4.91","14.3","6.95","15.3","7.07","-7.6","12.5","15.7","7.71","-7.8","3.53","-7.7","1.57"
"38",2019-06-25 05:40:00,"-7.7","6.42","-7.5","4.91","14.3","6.93","15.3","7.08","-7.6","12.5","15.7","7.71","-7.8","3.53","-7.7","1.57"
"39",2019-06-25 05:50:00,"-7.7","6.42","-7.5","4.91","14.3","6.96","15.3","7.08","-7.6","12.5","15.7","7.71","-7.8","3.52","-7.7","1.57"
"40",2019-06-25 06:00:00,"-7.7","6.42","-7.5","4.91","14.2","6.94","15.3","7.07","-7.6","12.5","15.6","7.70","-7.8","3.52","-7.7","1.57"
"41",2019-06-25 06:10:00,"-7.7","6.42","-7.5","4.91","14.2","6.92","15.3","7.09","-7.6","12.5","15.6","7.70","-7.9","3.52","-7.7","1.57"
"42",2019-06-25 06:20:00,"-7.7","6.42","-7.5","4.91","14.2","6.92","15.3","7.08","-7.6","12.5","15.6","7.71","-7.8","3.52","-7.7","1.57"
"43",2019-06-25 06:30:00,"-7.7","6.42","-7.5","4.92","14.2","6.92","15.3","7.11","-7.6","12.5","15.6","7.72","-7.8","3.52","-7.7","1.57"
"44",2019-06-25 06:40:00,"-7.7","6.42","-7.5","4.93","14.2","6.92","15.3","7.07","-7.6","12.5","15.6","7.72","-7.9","3.52","-7.7","1.57"
"45",2019-06-25 06:50:00,"-7.7","6.42","-7.5","4.94","14.2","6.92","15.2","7.09","-7.6","12.5","15.6","7.71","-7.8","3.52","-7.7","1.57"
"46",2019-06-25 07:00:00,"-7.7","6.42","-7.5","4.94","14.2","6.92","15.2","7.07","-7.6","12.5","15.6","7.71","-7.8","3.52","-7.7","1.57"
"47",2019-06-25 07:10:00,"-7.7","6.42","-7.5","4.95","14.2","6.94","15.2","7.09","-7.6","12.5","15.6","7.70","-7.8","3.52","-7.7","1.57"
"48",2019-06-25 07:20:00,"-7.7","6.42","-7.5","4.96","14.2","6.94","15.2","7.07","-7.6","12.5","15.5","7.69","-7.8","3.54","-7.7","1.57"
"49",2019-06-25 07:30:00,"-7.7","6.42","-7.5","4.97","14.2","6.94","15.2","7.09","-7.6","12.5","15.5","7.69","-7.8","3.55","-7.7","1.57"
"50",2019-06-25 07:40:00,"-7.7","6.42","-7.5","4.98","14.2","6.94","15.2","7.07","-7.6","12.5","15.5","7.70","-7.8","3.58","-7.7","1.57"
"51",2019-06-25 07:50:00,"-7.7","6.42","-7.5","5.00","14.1","6.94","15.2","7.07","-7.6","12.5","15.5","7.69","-7.8","3.61","-7.7","1.57"
"52",2019-06-25 08:00:00,"-7.7","6.42","-7.5","5.02","14.1","6.94","15.2","7.07","-7.7","12.5","15.5","7.68","-7.8","3.64","-7.7","1.57"
"53",2019-06-25 08:10:00,"-7.7","6.42","-7.5","5.04","14.1","6.94","15.2","7.07","-7.7","12.5","15.4","7.68","-7.8","3.67","-7.7","1.57"
"54",2019-06-25 08:20:00,"-7.7","6.42","-7.5","5.08","14.1","6.92","15.2","7.07","-7.7","12.5","15.4","7.68","-7.8","3.70","-7.7","1.57"
"55",2019-06-25 08:30:00,"-7.7","6.42","-7.5","5.10","14.1","6.94","15.1","7.08","-7.7","12.5","15.4","7.70","-7.8","3.73","-7.7","1.57"
"56",2019-06-25 08:40:00,"-7.7","6.42","-7.5","5.12","14.1","6.95","15.1","7.08","-7.7","12.5","15.4","7.72","-7.8","3.75","-7.7","1.57"
"57",2019-06-25 08:50:00,"-7.7","6.42","-7.5","5.14","14.1","6.95","15.1","7.07","-7.7","12.5","15.3","7.72","-7.8","3.77","-7.7","1.57"
"58",2019-06-25 09:00:00,"-7.7","6.41","-7.5","5.15","14.1","6.95","15.1","7.11","-7.7","12.5","15.3","7.70","-7.8","3.79","-7.7","1.57"
"59",2019-06-25 09:10:00,"-7.7","6.41","-7.5","5.16","14.1","6.93","15.1","7.07","-7.7","12.5","15.3","7.70","-7.8","3.80","-7.7","1.57"
"60",2019-06-25 09:20:00,"-7.7","6.41","-7.5","5.17","14.1","6.95","15.1","7.09","-7.7","12.5","15.3","7.71","-7.8","3.82","-7.7","1.57"
"61",2019-06-25 09:30:00,"-7.7","6.41","-7.5","5.18","14.1","6.95","15.1","7.07","-7.7","12.5","15.3","7.71","-7.8","3.83","-7.7","1.57"
"62",2019-06-25 09:40:00,"-7.7","6.41","-7.5","5.19","14.1","6.96","15.1","7.11","-7.7","12.5","15.3","7.71","-7.8","3.84","-7.7","1.57"
"63",2019-06-25 09:50:00,"-7.7","6.41","-7.5","5.19","14.1","6.96","15.0","7.09","-7.7","12.5","15.3","7.71","-7.8","3.84","-7.7","1.57"
"64",2019-06-25 10:00:00,"-7.7","6.41","-7.5","5.19","14.1","6.94","15.0","7.07","-7.7","12.5","15.3","7.72","-7.8","3.84","-7.7","1.57"
"65",2019-06-25 10:10:00,"-7.7","6.41","-7.5","5.20","14.2","6.96","15.0","7.09","-7.7","12.5","15.3","7.71","-7.8","3.84","-7.7","1.57"
"66",2019-06-25 10:20:00,"-7.7","6.41","-7.5","5.20","14.2","6.96","15.0","7.09","-7.7","12.5","15.3","7.70","-7.8","3.85","-7.7","1.57"
"67",2019-06-25 10:30:00,"-7.7","6.41","-7.5","5.21","14.2","6.94","14.9","7.07","-7.7","12.5","15.3","7.70","-7.8","3.86","-7.7","1.57"
"68",2019-06-25 10:40:00,"-7.7","6.41","-7.5","5.21","14.2","6.93","14.9","7.07","-7.7","12.5","15.2","7.70","-7.8","3.86","-7.7","1.57"
"69",2019-06-25 10:50:00,"-7.7","6.41","-7.5","5.22","14.2","6.95","14.9","7.09","-7.7","12.5","15.2","7.69","-7.8","3.88","-7.7","1.57"
"70",2019-06-25 11:00:00,"-7.7","6.41","-7.5","5.23","14.2","6.95","14.8","7.07","-7.7","12.5","15.2","7.69","-7.8","3.91","-7.7","1.57"
"71",2019-06-25 11:10:00,"-7.7","6.41","-7.5","5.24","14.2","6.95","14.8","7.07","-7.7","12.5","15.2","7.71","-7.8","3.92","-7.7","1.57"
"72",2019-06-25 11:20:00,"-7.7","6.41","-7.5","5.24","14.2","6.93","14.8","7.09","-7.7","12.5","15.2","7.70","-7.8","3.93","-7.7","1.57"
"73",2019-06-25 11:30:00,"-7.7","6.41","-7.5","5.24","14.3","6.95","14.8","7.07","-7.7","12.5","15.2","7.69","-7.8","3.94","-7.7","1.57"
"74",2019-06-25 11:40:00,"-7.7","6.41","-7.5","5.24","14.3","6.95","14.8","7.08","-7.6","12.5","15.2","7.69","-7.8","3.93","-7.7","1.57"
"75",2019-06-25 11:50:00,"-7.7","6.41","-7.5","5.24","14.3","6.93","14.8","7.11","-7.6","12.5","15.2","7.69","-7.8","3.93","-7.7","1.57"
"76",2019-06-25 12:00:00,"-7.7","6.41","-7.5","5.24","14.3","6.92","14.8","7.08","-7.6","12.5","15.2","7.72","-7.8","3.92","-7.7","1.57"
"77",2019-06-25 12:10:00,"-7.7","6.41","-7.5","5.22","14.3","6.89","14.8","7.08","-7.6","12.5","15.2","7.71","-7.8","3.91","-7.7","1.58"
"78",2019-06-25 12:20:00,"-7.7","6.41","-7.5","5.21","14.3","6.91","14.8","7.08","-7.6","12.5","15.2","7.72","-7.8","3.91","-7.7","1.59"
"79",2019-06-25 12:30:00,"-7.7","6.41","-7.5","5.20","14.3","6.93","14.8","7.09","-7.6","12.5","15.2","7.72","-7.8","3.90","-7.7","1.59"
"80",2019-06-25 12:40:00,"-7.7","6.41","-7.5","5.20","14.4","6.93","14.8","7.07","-7.6","12.5","15.2","7.72","-7.8","3.90","-7.7","1.60"
"81",2019-06-25 12:50:00,"-7.7","6.41","-7.5","5.19","14.4","6.95","14.8","7.07","-7.6","12.5","15.2","7.71","-7.8","3.89","-7.7","1.61"
