Method Data
Method name,Panopea
Method ID,007
Method version,6
Method Internal ID,M44
Release State,Released
Type,TitrationGeneral

Table of Measured Values
Task,T1775
Scope 1/1, Sample 1/3 (20190805_JUNK)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-54.0,20.0,NaN,,
0.0010,1,-54.1,20.0,0.0010,,
0.0025,2,-54.2,20.0,0.0015,,
0.0050,3,-54.2,20.0,0.0025,,
0.0090,4,-54.1,20.0,0.0035,,
0.0150,5,-53.8,20.0,0.0055,,
0.0235,6,-53.3,20.0,0.0075,,
0.0320,7,-52.6,20.0,0.0075,,
0.0405,8,-51.7,20.0,0.0075,,
0.0490,9,-50.8,20.0,0.0075,,
0.0565,10,-49.7,20.0,0.0070,,
0.0650,11,-48.4,20.0,0.0075,,
0.0735,12,-47.0,20.0,0.0075,,
0.0815,13,-45.5,20.0,0.0075,,
0.0900,14,-44.0,20.0,0.0075,,
0.0985,15,-42.3,20.0,0.0075,,
0.1060,16,-40.5,20.0,0.0070,,
0.1145,17,-38.6,20.0,0.0075,,
0.1230,18,-36.5,20.0,0.0075,,
0.1315,19,-34.4,20.0,0.0075,,
0.1400,20,-32.1,20.0,0.0075,,
0.1475,21,-30.0,20.0,0.0070,,
0.1560,22,-27.8,20.0,0.0075,,
0.1645,23,-25.7,20.0,0.0075,,
0.1725,24,-23.8,20.0,0.0075,,
0.1810,25,-22.2,20.0,0.0075,,
0.1895,26,-20.6,20.0,0.0075,,
0.1980,27,-19.4,20.0,0.0075,,
0.2055,28,-18.0,20.0,0.0070,,
0.2140,29,-16.7,20.0,0.0075,,
0.2225,30,-15.4,20.0,0.0075,,
0.2310,31,-14.1,20.0,0.0075,,
0.2390,32,-13.0,20.0,0.0075,,
0.2470,33,-12.0,20.0,0.0075,,
0.2550,34,-11.0,20.0,0.0075,,
0.2635,35,-10.1,20.0,0.0075,,
0.2720,36,-9.2,20.0,0.0075,,
0.2805,37,-8.3,20.0,0.0075,,
0.2890,38,-7.3,20.0,0.0075,,
0.2965,39,-6.6,20.0,0.0070,,
0.3050,40,-5.7,20.0,0.0075,,
0.3135,41,-4.8,20.0,0.0075,,
0.3215,42,-3.9,20.0,0.0075,,
0.3300,43,-2.8,20.0,0.0075,,
0.3385,44,-1.7,20.0,0.0075,,
0.3460,45,-0.6,20.0,0.0070,,
0.3545,46,-0.1,20.0,0.0075,,
0.3630,47,0.3,20.0,0.0075,,
0.3715,48,1.0,20.0,0.0075,,
0.3800,49,1.9,20.0,0.0075,,
0.3880,50,2.6,20.0,0.0075,,
0.3960,51,3.3,20.0,0.0075,,
0.4040,52,4.1,20.0,0.0075,,
0.4125,53,4.9,20.0,0.0075,,
0.4210,54,5.6,20.0,0.0075,,
0.4295,55,6.4,20.0,0.0075,,
0.4380,56,7.1,20.0,0.0075,,
0.4455,57,7.8,20.0,0.0070,,
0.4540,58,8.7,20.0,0.0075,,
0.4625,59,9.5,20.0,0.0075,,
0.4705,60,10.4,20.0,0.0075,,
0.4790,61,11.3,20.0,0.0075,,
0.4875,62,12.0,20.0,0.0075,,
0.4960,63,12.7,20.0,0.0075,,
0.5035,64,13.6,20.0,0.0070,,
0.5120,65,14.4,20.0,0.0075,,
0.5205,66,15.3,20.0,0.0075,,
0.5285,67,16.0,20.0,0.0075,,
0.5370,68,16.7,20.0,0.0075,,
0.5455,69,17.4,20.0,0.0075,,
0.5530,70,18.1,20.0,0.0070,,
0.5615,71,19.0,20.0,0.0075,,
0.5700,72,19.7,20.0,0.0075,,
0.5785,73,20.5,20.0,0.0075,,
0.5870,74,21.4,20.0,0.0075,,
0.5955,75,22.2,20.0,0.0085,,
0.6030,76,22.9,20.0,0.0070,,
0.6115,77,23.6,20.0,0.0075,,
0.6195,78,24.4,20.0,0.0075,,
0.6280,79,25.0,20.0,0.0075,,
0.6365,80,25.9,20.0,0.0075,,
0.6440,81,26.7,20.0,0.0070,,
0.6525,82,27.6,20.0,0.0075,,
0.6610,83,28.3,20.0,0.0075,,
0.6695,84,29.2,20.0,0.0075,,
0.6780,85,30.0,20.0,0.0075,,
0.6865,86,30.9,20.0,0.0075,,
0.6940,87,31.7,20.0,0.0070,,
0.7025,88,32.5,20.0,0.0075,,
0.7105,89,33.3,20.0,0.0075,,
0.7190,90,34.1,20.0,0.0075,,
0.7275,91,35.0,20.0,0.0075,,
0.7360,92,35.9,20.0,0.0070,,
0.7435,93,36.6,20.0,0.0070,,
0.7520,94,37.6,20.0,0.0075,,
0.7605,95,38.5,20.0,0.0075,,
0.7690,96,39.3,20.0,0.0075,,
0.7770,97,40.2,20.0,0.0075,,
0.7855,98,41.0,20.0,0.0075,,
0.7930,99,41.7,20.0,0.0070,,
0.8015,100,42.7,20.0,0.0075,,
0.8100,101,43.5,20.0,0.0075,,
0.8185,102,44.4,20.0,0.0075,,
0.8270,103,45.4,20.0,0.0075,,
0.8355,104,46.3,20.0,0.0070,,
0.8430,105,47.1,20.0,0.0070,,
0.8515,106,48.2,20.0,0.0075,,
0.8600,107,49.1,20.0,0.0075,,
0.8680,108,50.0,20.0,0.0075,,
0.8765,109,50.8,20.0,0.0075,,
0.8850,110,51.5,20.0,0.0075,,
0.8925,111,52.5,20.0,0.0070,,
0.9010,112,53.5,20.0,0.0075,,
0.9095,113,54.4,20.0,0.0075,,
0.9180,114,55.4,20.0,0.0075,,
0.9260,115,56.6,20.0,0.0075,,
0.9345,116,57.6,20.0,0.0070,,
0.9420,117,58.5,20.0,0.0070,,
0.9505,118,59.6,20.0,0.0075,,
0.9590,119,60.7,20.0,0.0075,,
0.9675,120,61.8,20.0,0.0075,,
0.9760,121,62.8,20.0,0.0075,,
0.9845,122,63.8,20.0,0.0075,,
0.9920,123,64.9,20.0,0.0070,,
1.0005,124,66.1,20.0,0.0075,,
1.0085,125,67.4,20.0,0.0075,,
1.0170,126,68.6,20.0,0.0075,,
1.0255,127,69.8,20.0,0.0075,,
1.0340,128,71.1,20.0,0.0070,,
1.0415,129,72.2,20.0,0.0070,,
1.0500,130,73.5,20.0,0.0075,,
1.0585,131,74.8,20.0,0.0075,,
1.0670,132,76.1,20.0,0.0075,,
1.0755,133,77.6,20.0,0.0075,,
1.0835,134,79.2,20.0,0.0075,,
1.0910,135,80.7,20.0,0.0070,,
1.0995,136,82.4,20.0,0.0075,,
1.1080,137,84.1,20.0,0.0075,,
1.1165,138,85.9,20.0,0.0075,,
1.1250,139,87.9,20.0,0.0075,,
1.1335,140,89.7,20.0,0.0075,,
1.1410,141,91.6,20.0,0.0070,,
1.1495,142,93.8,20.0,0.0075,,
1.1575,143,96.0,20.0,0.0075,,
1.1660,144,98.3,20.0,0.0075,,
1.1745,145,100.6,20.0,0.0075,,
1.1830,146,103.0,20.0,0.0075,,
1.1905,147,105.6,20.0,0.0070,,
1.1990,148,108.5,20.0,0.0075,,
1.2075,149,111.7,20.0,0.0075,,
1.2160,150,115.1,20.0,0.0075,,
1.2245,151,118.0,20.0,0.0075,,
1.2325,152,122.3,20.0,0.0075,,
1.2405,153,126.0,20.0,0.0075,,
1.2485,154,129.9,20.0,0.0075,,
1.2570,155,133.8,20.0,0.0075,,
1.2655,156,137.9,20.0,0.0075,,
1.2740,157,141.5,20.0,0.0075,,
1.2825,158,144.9,20.0,0.0075,,
1.2900,159,148.3,20.0,0.0070,,
1.2985,160,151.6,20.0,0.0075,,
1.3070,161,155.1,20.1,0.0075,,
1.3150,162,157.9,20.0,0.0075,,
1.3235,163,160.7,20.0,0.0075,,
1.3315,164,163.2,20.0,0.0075,,
1.3395,165,165.7,20.0,0.0075,,
