Measurement Name :,20190808_resp_4_Day15,,Generated On :,"08/08/2019, 22:27:47",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
08.08.19 22:07:25,0.03,175.42,216.87,226.95,265.99,264.77,234.39,267.62,208.8,214.55,201.57,268.44,265.99,200.81,266.81,269.66,260.31,214.17,183.93,260.71,267.62,189.52,211.87,266.4,269.25,,17,968,29,17.14,
08.08.19 22:07:40,0.28,175.05,215.32,226.56,265.58,264.36,232.42,267.62,208.04,213.02,199.68,268.03,265.58,199.3,265.99,268.85,259.5,212.63,183.19,259.1,265.58,186.53,209.57,265.18,265.99,,17,968,29,17.23,
08.08.19 22:07:55,0.53,173.58,213.79,226.17,265.18,264.36,229.68,266.81,207.28,212.25,198.54,266.81,265.18,196.66,265.58,266.81,258.69,211.1,180.59,257.89,264.36,185.04,207.28,262.74,264.36,,17,968,29,17.29,
08.08.19 22:08:10,0.78,171.01,211.87,224.61,265.99,262.74,227.34,266.4,206.9,209.95,197.79,266.4,264.77,193.27,264.36,265.58,257.08,208.42,177.63,257.08,262.33,183.56,204.99,260.31,261.93,,17,968,29,17.34,
08.08.19 22:08:25,1.03,171.38,211.1,225,265.18,262.33,225.39,265.99,207.28,209.95,196.66,266.81,264.36,191.39,263.55,264.77,256.68,208.04,175.79,256.27,261.12,182.07,203.85,259.1,260.31,,17,968,29,17.39,
08.08.19 22:08:40,1.28,172.48,209.19,223.06,263.96,261.12,223.44,265.58,208.8,208.8,195.53,265.99,263.96,189.52,262.74,262.74,255.47,206.9,175.05,255.47,259.91,180.22,201.57,257.48,258.29,,17,968,29,17.43,
08.08.19 22:08:55,1.53,171.01,208.42,221.89,263.15,260.71,222.67,265.18,208.8,207.66,194.4,265.58,263.96,188.4,262.33,262.33,254.66,205.75,174.32,254.26,258.69,178.37,199.3,256.27,257.48,,17,968,29,17.47,
08.08.19 22:09:10,1.78,168.45,206.51,220.73,262.74,259.5,220.73,264.36,209.19,206.9,193.65,265.18,262.74,187.28,261.52,261.12,253.46,203.85,171.38,253.46,257.08,176.89,197.03,255.07,254.66,,17,968,29,17.5,
08.08.19 22:09:25,2.03,167.35,205.75,219.57,261.52,259.1,220.73,264.36,208.42,205.37,192.14,264.36,262.33,186.53,261.52,260.31,253.06,202.33,170.64,252.66,256.27,174.68,194.77,253.06,254.26,,17,968,29,17.54,
08.08.19 22:09:40,2.28,168.08,205.37,219.18,261.52,258.69,219.18,263.96,209.19,204.61,191.77,264.77,262.33,186.16,261.12,259.1,252.25,200.81,168.45,252.25,255.07,173.58,191.77,252.66,252.66,,17,968,29,17.57,
08.08.19 22:09:55,2.53,165.17,204.99,218.02,260.71,258.29,218.8,263.55,208.42,203.47,191.77,264.36,261.52,185.79,260.71,259.1,251.45,200.06,166.63,251.45,253.86,171.01,187.28,251.85,251.45,,17,968,29,17.59,
08.08.19 22:10:10,2.78,161.17,202.71,217.25,260.31,258.29,218.41,263.15,208.8,202.71,190.64,263.15,261.93,186.16,260.71,258.69,251.85,198.92,165.53,251.45,253.46,170.64,184.67,250.65,251.05,,17,968,29,17.61,
08.08.19 22:10:25,3.03,159,201.19,215.71,259.91,257.89,218.02,262.74,208.42,201.57,189.52,263.55,261.12,185.42,260.31,257.89,251.45,197.79,164.08,251.05,252.66,168.45,182.07,249.85,250.25,,17,968,29,17.65,
08.08.19 22:10:40,3.28,156.83,199.68,214.55,259.91,257.48,218.02,262.74,208.04,201.19,188.77,263.55,259.91,185.42,259.91,257.08,251.05,197.03,162.62,250.25,251.45,166.99,179.85,249.05,249.45,,17,968,29,17.65,
08.08.19 22:10:55,3.53,155.03,197.79,212.63,259.1,256.68,216.48,261.52,206.51,200.06,188.03,262.74,259.91,184.67,259.5,256.68,250.25,195.15,159.72,249.45,250.25,165.17,177.63,247.85,247.85,,17,968,29,17.68,
08.08.19 22:11:10,3.78,153.24,196.28,211.1,257.89,256.68,215.32,262.33,206.13,198.54,187.65,262.33,259.91,183.93,259.5,256.27,249.85,194.4,157.2,249.45,249.85,162.99,176.52,247.06,247.46,,17,968,29,17.7,
08.08.19 22:11:25,4.03,152.88,195.53,209.95,257.48,256.27,214.55,261.93,205.37,198.54,186.53,262.33,258.69,183.93,259.1,255.87,249.05,192.89,155.03,249.05,249.05,161.54,175.42,246.66,246.26,,17,968,29,17.73,
08.08.19 22:11:40,4.28,153.24,194.4,208.04,257.89,256.27,213.79,261.12,204.23,197.41,185.79,261.52,259.1,183.56,258.29,255.47,249.45,192.14,153.95,248.25,248.65,159,174.68,246.26,245.86,,17,968,29,17.75,
08.08.19 22:11:55,4.53,152.88,193.27,206.13,256.68,255.87,212.25,261.12,204.23,197.03,184.67,261.52,258.69,183.19,258.69,255.47,249.05,191.02,152.16,248.25,247.85,157.2,174.32,245.86,245.46,,17,968,29,17.77,
08.08.19 22:12:10,4.78,151.08,192.52,204.61,256.68,255.47,210.72,260.71,203.85,195.53,183.56,260.71,258.29,182.44,258.29,255.07,248.25,189.9,150.37,247.46,247.06,155.03,173.95,245.06,244.27,,17,968,29,17.77,
08.08.19 22:12:25,5.03,150.72,191.39,203.09,256.68,255.07,209.57,261.12,203.09,195.53,183.19,261.52,258.29,182.44,258.29,255.07,248.65,189.15,149.29,247.06,247.06,153.95,173.95,245.06,244.27,,17,968,29,17.81,
08.08.19 22:12:40,5.28,149.29,189.9,202.33,255.47,255.07,208.04,260.31,202.71,194.77,182.07,261.12,257.48,180.96,257.89,254.26,248.25,187.28,147.51,247.06,246.26,152.16,173.58,244.67,244.27,,17,968,29,17.82,
08.08.19 22:12:55,5.53,146.79,188.4,200.81,255.47,254.26,207.28,259.91,201.19,193.65,181.33,259.91,257.08,180.22,257.89,254.26,247.85,185.42,145.72,247.06,245.46,149.65,173.21,243.87,243.48,,17,968,29,17.82,
08.08.19 22:13:10,5.78,146.79,187.28,199.68,255.07,254.26,206.13,260.31,200.81,193.27,180.59,260.71,256.68,179.85,257.89,254.26,247.46,185.04,143.23,246.66,245.06,148.22,173.21,243.48,243.08,,17,968,29,17.84,
08.08.19 22:13:25,6.03,146.08,185.42,197.79,254.66,254.26,206.13,259.5,200.81,192.14,180.22,260.31,256.68,179.11,257.48,253.46,247.46,184.3,141.81,246.66,245.06,146.44,172.85,243.08,242.68,,17,968,29,17.86,
08.08.19 22:13:40,6.28,146.44,183.93,197.03,254.26,253.46,206.13,259.5,199.68,191.02,179.48,259.5,256.68,178.37,257.08,253.46,247.06,182.44,140.04,246.26,244.27,145.37,172.48,242.68,242.28,,17,968,29,17.88,
08.08.19 22:13:55,6.53,145.72,182.81,196.28,254.26,253.46,206.13,259.1,198.54,190.27,178.74,259.5,255.47,178,257.08,253.06,247.06,180.59,138.28,245.86,243.48,143.95,172.11,242.68,241.89,,17,968,29,17.89,
08.08.19 22:14:10,6.78,145.72,180.96,194.4,253.86,252.66,204.99,259.1,197.41,189.9,177.63,258.69,255.87,176.89,256.68,253.06,246.66,180.22,136.16,245.86,243.48,142.52,171.74,242.28,241.89,,17,968,29,17.89,
08.08.19 22:14:25,7.03,145.72,180.59,193.27,253.86,253.06,204.23,259.1,196.66,189.15,177.63,259.91,255.87,176.16,257.08,253.06,247.06,179.48,135.1,245.86,243.48,141.46,171.38,242.68,241.49,,17,968,29,17.9,
08.08.19 22:14:40,7.28,144.66,179.11,192.52,252.66,252.25,202.71,258.69,194.77,188.03,176.52,259.1,255.47,175.05,255.47,252.25,246.66,177.63,132.99,244.27,242.28,139.34,170.28,241.89,240.7,,17,968,29,17.93,
08.08.19 22:14:55,7.53,144.66,179.11,191.77,253.06,251.85,202.33,258.29,193.27,187.28,175.79,259.1,255.07,174.68,255.87,252.66,246.26,177.26,132.64,246.66,242.68,137.92,170.64,241.49,241.1,,17,968,29,17.93,
08.08.19 22:15:10,7.78,143.59,177.26,191.39,251.85,251.05,200.81,257.89,191.39,186.16,174.32,258.69,254.26,173.58,255.87,252.25,245.86,175.79,131.24,246.26,241.49,135.45,170.64,241.49,240.7,,17,968,29,17.93,
08.08.19 22:15:26,8.05,143.59,176.52,190.64,251.85,250.65,200.81,257.48,190.27,185.04,173.95,258.69,253.86,172.85,255.07,252.25,245.46,175.42,129.84,245.86,241.49,133.7,170.64,240.7,240.3,,17,968,29,17.95,
08.08.19 22:15:41,8.3,143.95,172.11,189.9,252.25,248.25,200.81,256.68,190.27,184.67,172.85,258.29,254.26,172.11,253.86,252.25,246.26,174.32,129.84,246.26,241.49,131.94,171.01,241.1,240.7,,17,968,29,17.95,
08.08.19 22:15:56,8.55,142.88,172.11,189.15,251.85,247.46,198.17,256.68,188.4,183.56,172.11,258.29,253.86,171.01,253.46,252.25,245.86,173.95,129.14,247.06,241.1,130.54,171.01,240.7,239.51,,17,968,29,17.95,
08.08.19 22:16:11,8.8,141.11,171.38,188.4,251.05,246.66,196.66,255.87,187.28,182.44,171.01,258.29,253.86,169.91,255.07,251.05,245.46,172.48,128.44,246.66,240.7,128.79,170.64,240.7,239.51,,17,968,29,17.97,
08.08.19 22:16:26,9.05,139.34,170.64,186.53,250.65,245.46,195.15,256.27,186.16,181.33,170.64,257.89,253.06,168.82,255.87,251.45,245.06,171.01,126.7,247.46,240.3,127.04,169.55,239.91,239.51,,17,968,29,17.97,
08.08.19 22:16:41,9.3,137.92,167.35,186.53,250.65,246.26,194.77,254.66,185.79,179.85,169.55,257.89,252.66,167.35,255.87,251.45,245.06,170.64,126,247.06,240.3,125.65,169.55,239.91,239.51,,17,968,29,17.98,
08.08.19 22:16:56,9.55,136.86,165.53,186.16,250.25,245.86,194.4,255.07,185.42,178.74,169.18,257.08,252.66,166.26,254.66,251.45,244.67,169.55,125.3,247.06,239.51,124.61,169.18,239.91,239.51,,17,968,29,18,
08.08.19 22:17:11,9.8,135.1,163.35,185.04,249.85,245.46,193.65,253.86,185.04,177.63,168.45,257.08,251.85,165.17,254.26,251.05,245.06,168.45,124.26,247.06,239.51,123.22,168.45,239.51,239.51,,17,968,29,18,
08.08.19 22:17:26,10.05,134.4,162.26,183.56,249.05,245.06,194.77,253.46,185.04,176.89,167.72,257.08,251.85,164.8,253.46,251.05,245.06,168.08,123.22,247.06,239.51,122.17,169.18,239.51,238.72,,17,968,29,18,
08.08.19 22:17:41,10.3,133.7,161.9,182.81,249.45,245.06,194.77,253.46,184.3,175.79,166.99,256.27,251.85,164.08,252.66,251.05,244.67,165.9,121.83,246.66,239.12,121.13,169.18,239.51,238.72,,17,968,29,18,
08.08.19 22:17:56,10.55,132.99,162.26,181.7,249.05,244.67,194.77,253.86,184.3,174.68,166.99,257.48,251.45,162.99,251.45,251.45,245.06,165.53,119.4,247.06,239.51,120.79,169.91,239.51,238.72,,17,968,29,18,
08.08.19 22:18:11,10.8,131.94,160.81,179.48,247.46,244.27,192.89,253.06,183.19,175.05,165.17,256.27,250.65,161.17,251.85,250.65,244.27,164.08,116.99,246.26,238.33,119.06,169.91,238.72,237.93,,17,968,29,18,
08.08.19 22:18:26,11.05,131.94,160.09,178,248.25,243.48,191.39,252.66,183.19,173.21,164.8,256.27,250.65,160.45,253.46,250.25,244.27,163.35,115.26,246.26,238.72,118.02,171.01,238.72,238.33,,17,968,29,18.02,
08.08.19 22:18:41,11.3,129.84,160.81,175.79,247.06,243.48,190.27,253.06,182.81,172.48,164.8,256.68,249.85,159,253.06,250.25,244.67,161.9,113.89,246.26,238.33,117.33,171.38,238.72,238.33,,17,968,29,18.02,
08.08.19 22:18:56,11.55,129.49,162.62,175.42,247.46,243.87,189.15,252.66,181.7,171.74,163.35,256.68,249.85,157.92,253.86,250.25,244.67,161.17,111.49,245.46,238.33,114.92,171.74,238.72,238.33,,17,968,29,18.04,
08.08.19 22:19:11,11.8,129.49,162.26,173.95,247.06,243.08,187.65,251.85,181.33,170.64,162.62,255.87,249.45,156.83,252.66,250.25,243.87,160.81,110.12,246.26,238.33,112.86,171.74,238.33,237.93,,17,968,29,18.04,
08.08.19 22:19:26,12.05,127.39,162.62,172.85,246.66,242.28,186.16,251.85,180.96,169.18,162.26,255.87,249.45,156.11,252.25,249.45,244.27,160.09,109.09,246.26,237.54,111.14,171.74,238.33,237.54,,17,968,29,18.04,
08.08.19 22:19:41,12.3,127.04,163.35,171.38,247.06,241.89,185.04,252.66,179.48,168.08,161.17,255.87,249.05,155.03,251.85,249.85,243.87,159,108.07,245.86,237.54,109.77,171.38,238.33,237.54,,17,968,29,18.04,
08.08.19 22:19:56,12.55,126.7,163.71,170.64,246.66,241.89,183.93,252.66,178.74,167.72,160.81,255.87,249.45,154.31,250.25,250.25,244.27,158.64,107.38,245.86,237.54,108.41,171.38,238.33,237.93,,17,968,29,18.04,
08.08.19 22:20:11,12.8,125.3,163.35,169.55,246.26,241.49,182.07,251.85,176.52,166.26,159.72,255.47,248.65,153.59,249.05,249.85,244.27,157.92,106.02,245.46,237.14,106.7,170.64,237.93,237.54,,17,968,29,18.04,
08.08.19 22:20:26,13.05,123.91,165.17,168.82,246.26,241.49,180.22,252.25,176.16,165.9,159,255.87,248.65,152.88,251.45,249.85,243.87,156.83,105.68,245.06,237.14,106.02,170.28,237.93,237.54,,17,968,29,18.06,
08.08.19 22:20:41,13.3,124.26,162.62,168.08,245.86,241.1,179.85,251.05,175.05,164.8,157.56,255.47,248.25,152.16,251.45,249.45,243.87,156.47,105.34,245.06,236.35,105.34,169.18,237.54,237.14,,17,968,29,18.06,
08.08.19 22:20:56,13.55,122.52,162.26,168.82,245.06,241.49,178.74,250.65,173.58,163.71,156.83,255.47,247.46,151.44,252.25,249.85,243.08,155.39,104.66,244.67,236.75,103.64,168.82,237.14,237.14,,17,968,29,18.06,
08.08.19 22:21:11,13.8,123.22,162.26,166.26,245.06,240.7,178,251.45,172.48,162.99,156.11,255.47,247.85,150.37,251.45,249.05,243.48,154.67,103.98,244.67,236.75,102.62,168.45,237.54,237.54,,17,968,29,18.06,
08.08.19 22:21:26,14.05,122.87,162.26,166.99,245.06,240.3,178,251.05,172.11,162.26,155.75,255.87,247.46,150.01,251.05,249.45,243.48,153.95,102.96,245.46,236.75,101.6,168.82,237.54,237.54,,17,968,29,18.07,
08.08.19 22:21:41,14.3,120.79,161.9,169.91,245.06,240.3,177.26,251.05,171.74,161.9,154.67,255.87,247.85,148.94,250.25,249.85,243.87,153.59,102.28,245.46,236.75,100.93,168.08,237.93,237.14,,17,968,29,18.06,
08.08.19 22:21:56,14.55,120.44,161.17,169.55,244.67,239.91,176.52,250.65,171.01,160.45,153.95,255.07,247.46,148.22,248.25,249.45,243.48,152.52,101.26,244.67,235.96,100.25,167.35,237.54,237.14,,17,968,29,18.07,
08.08.19 22:22:11,14.8,119.06,160.45,168.45,244.27,239.51,175.79,250.25,169.91,160.45,152.52,255.07,246.66,147.51,248.25,249.05,243.08,151.44,100.25,245.06,235.96,98.56,166.26,237.14,236.35,,17,968,29,18.06,
08.08.19 22:22:26,15.05,117.33,160.09,167.35,243.48,239.51,175.42,249.85,169.55,157.56,152.16,255.87,246.66,147.15,250.65,249.05,243.48,151.08,99.57,244.67,236.35,97.88,165.9,237.54,237.14,,17,968,29,18.06,
08.08.19 22:22:41,15.3,116.99,159,166.26,243.87,238.72,174.32,249.85,169.18,156.47,151.44,255.07,246.26,145.01,250.25,249.05,242.68,150.01,98.9,244.67,235.57,96.87,165.17,237.14,236.35,,17,968,29,18.06,
08.08.19 22:22:56,15.55,115.95,157.2,166.26,243.48,239.12,173.95,249.85,169.18,155.75,151.08,255.87,245.86,145.01,250.25,248.65,243.08,149.29,98.22,245.06,235.96,95.86,164.8,237.14,236.35,,17,968,29,18.06,
08.08.19 22:23:11,15.8,115.61,157.92,166.26,243.48,238.72,173.58,249.85,169.18,155.39,150.01,255.07,246.26,144.3,249.05,249.05,243.08,148.94,96.87,244.27,235.57,94.85,163.71,237.14,236.75,,17,968,29,18.07,
08.08.19 22:23:26,16.05,114.23,155.03,166.63,243.08,238.33,172.85,249.05,167.72,154.31,148.58,255.07,245.46,143.23,246.66,248.25,243.08,147.86,95.86,243.87,235.17,93.17,163.35,237.14,236.35,,17,968,29,18.06,
08.08.19 22:23:41,16.3,114.92,155.39,167.35,243.08,238.33,172.85,249.45,167.35,153.59,148.22,255.47,245.46,142.17,249.05,248.65,243.08,147.51,94.85,244.27,235.57,92.5,162.99,237.14,236.35,,17,968,29,18.06,
08.08.19 22:23:56,16.55,115.61,154.31,167.72,242.68,237.93,172.48,248.65,166.26,152.16,147.51,254.66,245.46,141.11,249.45,249.05,242.68,146.44,93.51,244.27,235.57,92.16,161.9,236.75,236.35,,17,968,29,18.07,
08.08.19 22:24:11,16.8,114.92,153.59,167.35,242.68,238.33,172.11,249.05,166.26,152.16,146.79,255.47,245.06,140.4,248.65,248.65,242.68,146.08,92.5,244.67,235.57,91.49,161.17,236.75,236.75,,17,968,29,18.06,
08.08.19 22:24:26,17.05,114.92,151.44,167.35,241.89,237.14,171.74,248.25,164.8,151.08,145.72,254.26,245.06,140.04,246.66,248.65,242.28,145.37,90.49,244.27,235.57,90.15,160.81,236.75,236.35,,17,968,29,18.06,
08.08.19 22:24:41,17.3,114.23,150.37,167.35,241.89,237.14,171.38,248.25,165.17,149.65,145.01,255.07,244.67,139.34,249.05,248.65,243.08,145.01,88.48,244.67,235.57,89.48,160.09,236.35,235.96,,17,968,29,18.06,
08.08.19 22:24:56,17.55,113.89,149.65,166.99,242.28,236.75,171.01,248.25,163.71,148.22,144.3,255.07,245.06,138.63,249.45,248.65,242.68,143.95,86.81,244.67,235.57,88.82,159.72,236.75,236.35,,17,968,29,18.07,
08.08.19 22:25:11,17.8,112.52,147.51,165.9,241.49,236.35,170.64,248.25,162.62,146.79,143.59,254.66,243.87,137.57,245.46,248.25,242.68,142.88,85.48,243.87,235.17,89.15,158.64,236.35,235.96,,17,968,29,18.06,
08.08.19 22:25:26,18.05,111.49,145.01,165.53,241.49,236.35,170.28,247.46,162.26,146.08,142.52,254.66,243.87,136.86,247.46,248.25,242.68,142.52,83.82,243.87,235.17,88.82,158.28,236.35,235.96,,17,968,29,18.06,
08.08.19 22:25:41,18.3,110.12,142.52,162.99,241.1,236.35,169.91,247.85,161.9,146.08,142.17,254.66,243.48,136.16,248.65,248.25,242.68,141.46,82.82,243.87,235.17,88.15,157.92,236.35,236.75,,17,968,29,18.07,
08.08.19 22:25:56,18.55,109.09,139.34,161.54,241.1,235.17,168.82,247.06,160.81,145.72,140.4,253.86,243.08,135.1,248.25,247.85,241.89,140.75,81.5,243.48,234.39,87.15,156.47,235.96,235.96,,17,968,29,18.06,
08.08.19 22:26:11,18.8,108.07,139.34,160.45,241.1,235.57,168.45,246.66,160.09,145.01,140.04,254.26,242.68,134.75,247.46,247.85,241.89,139.69,80.83,243.48,235.17,86.81,156.47,235.96,235.96,,17,968,29,18.06,
08.08.19 22:26:26,19.05,107.38,138.28,159,240.3,235.57,167.35,247.06,159.36,144.66,138.98,254.26,243.08,133.34,245.86,247.85,241.49,138.63,80.17,243.08,234.78,86.48,155.75,236.35,235.57,,17,968,29,18.04,
08.08.19 22:26:41,19.3,106.02,137.92,159.72,240.3,235.17,166.99,246.66,158.28,143.95,137.57,253.86,242.28,132.99,246.26,247.85,241.49,137.92,79.51,243.08,234.78,85.48,155.03,235.57,235.57,,17,968,29,18.04,
08.08.19 22:26:56,19.55,105.68,136.16,159,240.7,235.57,166.63,247.06,157.92,143.59,137.57,254.26,242.68,132.29,247.46,247.85,241.89,137.57,79.18,243.87,234.78,85.48,154.31,235.96,235.96,,17,968,29,18.04,
08.08.19 22:27:11,19.8,105.34,133.7,157.56,240.7,235.57,165.9,246.66,156.83,143.23,136.86,254.26,242.68,131.24,247.85,247.85,241.89,136.16,78.19,243.48,234.78,84.82,153.59,235.96,235.96,,17,968,29,18.06,
08.08.19 22:27:26,20.05,103.98,132.99,157.56,240.3,234.78,164.8,246.26,156.11,142.88,135.1,254.26,242.28,130.19,247.06,247.85,241.49,135.81,76.54,243.48,234.78,83.49,153.59,235.96,235.96,,17,968,29,18.04,
