Measurement Name :,20190716_resp_1_Day0,,Generated On :,"16/07/2019, 16:15:53",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
16.07.19 15:49:30,0.05,230.43,247.81,230.03,221.67,159.19,159.93,261.36,257.23,246.99,187.42,210.24,220.88,161.05,244.96,258.88,223.65,160.67,205.55,264.67,217.71,251.89,192.01,216.92,248.62,,16,968,29,16.86,
16.07.19 15:49:45,0.3,226.84,246.99,227.24,221.27,158.45,158.45,260.12,255.17,246.58,186.65,207.89,223.26,159.93,244.55,258.88,222.46,158.08,204.38,264.26,216.53,250.26,189.71,211.81,244.14,,16,968,29,16.88,
16.07.19 15:50:01,0.57,225.64,246.18,224.85,221.27,157.71,158.08,259.71,260.95,246.58,186.65,206.72,222.86,159.56,243.33,258.88,220.48,156.97,203.22,264.26,216.13,250.66,187.8,212.2,244.14,,16,968,29,16.91,
16.07.19 15:50:26,0.98,224.05,246.18,223.26,219.69,157.34,155.86,260.12,258.47,246.18,186.65,205.16,221.67,157.71,243.33,258.88,219.29,154.38,203.22,263.43,214.95,250.26,187.8,211.81,241.71,,16,968,29,17,
16.07.19 15:50:41,1.23,222.46,245.77,221.27,218.5,157.34,154.38,259.71,260.53,245.36,186.27,204.77,222.07,156.6,243.74,258.47,215.35,152.91,202.83,262.19,213.77,249.44,185.89,211.81,239.69,,16,968,29,17.04,
16.07.19 15:50:56,1.48,220.88,244.96,219.69,216.92,156.6,152.91,258.88,257.23,245.36,185.89,204,219.29,155.86,242.92,257.64,214.95,151.07,201.66,261.36,211.81,249.03,183.98,216.53,238.07,,16,968,29,17.06,
16.07.19 15:51:11,1.73,219.29,244.96,219.29,217.71,156.6,151.81,258.47,259.29,245.77,185.89,203.61,219.29,155.49,243.33,257.64,214.17,149.97,201.28,261.36,211.42,249.03,183.6,208.68,237.26,,16,968,29,17.06,
16.07.19 15:51:26,1.98,218.5,244.96,218.11,216.92,157.34,151.44,258.88,258.88,245.36,185.51,203.22,220.88,154.75,243.74,257.64,212.59,149.24,200.89,261.36,210.63,249.03,182.84,210.24,236.46,,16,968,29,17.07,
16.07.19 15:51:41,2.23,216.53,244.14,215.74,216.13,156.23,150.71,258.06,255.59,244.96,185.13,202.44,220.48,153.65,242.92,256.82,212.2,147.41,200.11,260.53,209.85,247.81,180.94,214.56,235.25,,16,968,29,17.07,
16.07.19 15:51:56,2.48,215.74,243.74,215.35,216.13,156.23,149.97,257.64,259.71,244.55,184.74,202.05,218.5,152.91,243.33,256.82,211.42,146.31,199.34,259.71,208.68,247.81,180.18,205.94,234.04,,16,968,29,17.11,
16.07.19 15:52:11,2.73,214.95,243.33,214.17,215.35,155.86,149.24,257.64,257.23,244.96,184.74,200.89,217.71,152.18,243.33,256.41,210.63,145.94,198.18,259.29,208.28,247.4,178.67,214.56,232.84,,16,968,29,17.11,
16.07.19 15:52:26,2.98,213.77,242.92,213.38,215.35,155.12,148.87,257.23,255.59,244.14,184.36,200.5,215.35,151.07,242.52,253.94,210.24,144.48,197.79,258.88,207.5,246.58,177.53,206.33,232.04,,16,968,29,17.14,
16.07.19 15:52:41,3.23,212.59,242.52,212.2,214.56,154.38,147.77,256.82,258.06,244.14,183.6,199.34,213.77,149.97,242.52,254.76,209.46,144.12,197.02,259.29,205.94,246.18,176.78,203.61,231.23,,16,968,29,17.14,
16.07.19 15:52:56,3.48,211.81,242.11,210.63,213.77,152.54,146.67,256.41,256.41,243.33,183.6,198.95,213.38,149.24,242.52,254.35,209.07,143.03,196.63,259.29,204.77,245.36,175.64,210.63,230.43,,16,968,29,17.15,
16.07.19 15:53:11,3.73,211.02,241.71,211.02,212.59,150.34,141.57,254.76,256.41,242.92,180.18,198.18,214.17,145.94,242.11,250.26,206.72,143.03,194.71,258.47,202.44,244.55,174.89,206.72,227.64,,16,968,29,17.18,
16.07.19 15:53:26,3.98,208.28,240.9,209.85,212.59,148.87,139.03,253.94,254.76,242.92,180.18,197.41,214.17,144.48,241.3,248.62,205.94,140.48,194.32,257.23,201.28,243.74,171.5,199.73,227.24,,16,968,29,17.2,
16.07.19 15:53:41,4.23,207.89,240.9,208.68,212.2,149.24,137.22,253.94,255.17,242.92,181.32,197.02,213.77,143.39,241.3,250.26,205.94,139.75,193.55,257.23,200.11,244.14,171.13,202.83,227.64,,16,968,29,17.2,
16.07.19 15:53:56,4.48,206.33,240.9,207.11,211.42,148.14,136.13,253.94,256.82,242.52,181.7,196.63,204.77,141.93,240.9,249.44,204.77,138.3,193.17,256.41,198.56,243.33,170,205.55,226.84,,16,968,29,17.22,
16.07.19 15:54:11,4.73,205.55,240.49,207.11,212.2,148.5,136.13,253.94,253.12,242.52,181.32,196.63,205.94,141.21,241.71,248.62,204.38,137.22,192.4,256.41,197.79,243.33,169.25,198.95,226.44,,16,968,29,17.22,
16.07.19 15:54:26,4.98,204.38,240.49,206.33,211.42,147.04,135.77,253.53,256,242.52,180.94,196.25,208.68,140.12,240.9,248.21,202.83,137.22,191.25,256,197.02,242.92,168.88,206.33,226.04,,16,968,29,17.22,
16.07.19 15:54:41,5.23,203.22,240.09,204,211.02,146.67,135.77,253.12,253.12,242.52,180.94,194.71,211.42,139.39,240.9,247.4,202.05,137.94,190.86,255.17,195.48,242.52,167.75,198.56,225.24,,16,968,29,17.23,
16.07.19 15:54:57,5.5,202.05,239.69,203.61,211.02,145.58,135.77,252.71,254.35,242.11,180.18,195.09,211.81,138.3,240.9,247.81,201.66,137.94,190.09,254.76,194.32,241.71,167.38,202.83,224.05,,16,968,29,17.23,
16.07.19 15:55:12,5.75,199.73,239.69,203.22,210.63,144.85,136.49,252.3,253.53,242.11,180.18,195.09,209.46,137.22,240.49,248.62,200.89,137.94,189.71,254.76,193.94,241.71,167.01,200.11,222.86,,16,968,29,17.25,
16.07.19 15:55:27,6,198.18,239.28,203.61,210.24,143.75,136.85,251.48,253.12,242.52,179.8,195.09,201.66,136.13,240.9,247.4,200.11,137.22,188.95,254.35,193.17,241.3,166.63,196.63,222.46,,16,968,29,17.25,
16.07.19 15:55:42,6.25,196.63,238.88,202.44,210.24,143.03,138.3,251.07,254.35,241.71,179.8,195.48,203.61,135.41,240.9,247.81,199.73,137.22,188.56,254.35,192.4,240.9,166.26,201.66,221.67,,16,968,29,17.27,
16.07.19 15:55:57,6.5,195.86,238.88,202.83,209.85,142.66,138.3,251.07,251.48,241.71,179.8,195.48,203.61,135.05,240.9,248.21,198.95,137.22,188.18,253.94,192.4,240.49,166.26,195.09,220.88,,16,968,29,17.29,
16.07.19 15:56:12,6.75,194.71,238.47,202.44,209.85,142.3,137.58,250.26,254.76,241.71,179.8,195.09,205.55,134.33,240.9,247.81,198.18,136.49,187.8,253.53,192.4,240.09,165.89,194.71,220.48,,16,968,29,17.29,
16.07.19 15:56:27,7,193.55,238.88,202.05,209.46,140.12,136.49,250.26,251.07,241.3,179.05,194.71,202.44,133.97,240.9,247.4,198.18,136.13,187.03,253.53,191.63,240.09,165.14,197.41,219.29,,16,968,29,17.31,
16.07.19 15:56:42,7.25,193.55,238.88,201.28,209.07,140.12,136.85,250.26,252.71,241.3,179.43,195.09,196.63,133.24,240.9,246.99,198.18,135.05,187.42,253.53,190.86,240.49,164.39,195.09,218.11,,16,968,29,17.29,
16.07.19 15:56:57,7.5,193.17,238.07,200.89,209.46,140.12,137.22,249.85,253.12,241.3,179.05,194.71,199.73,131.8,240.9,246.58,197.41,133.24,185.13,253.12,188.95,240.09,163.65,192.4,217.32,,16,968,29,17.32,
16.07.19 15:57:12,7.75,192.01,238.07,199.73,209.07,140.48,137.94,249.85,249.85,241.3,179.05,194.32,201.28,131.44,240.49,246.58,196.63,132.88,184.36,253.12,188.95,238.88,162.9,195.48,215.74,,16,968,29,17.31,
16.07.19 15:57:27,8,192.01,238.07,198.18,208.68,139.39,137.58,249.85,253.94,240.9,179.43,193.55,198.95,130.37,240.9,246.99,196.25,131.8,183.22,253.12,187.03,239.28,162.9,192.4,214.95,,16,968,29,17.32,
16.07.19 15:57:42,8.25,191.25,237.67,195.86,207.5,137.94,137.58,249.03,249.44,240.49,179.43,193.55,193.17,129.65,240.49,245.77,195.09,131.08,182.08,252.3,185.51,238.88,162.16,192.01,213.38,,16,968,29,17.32,
16.07.19 15:57:57,8.5,190.09,237.67,193.94,207.5,137.58,137.22,249.03,252.71,240.9,178.67,192.78,196.63,127.85,240.09,245.77,194.32,130.01,181.7,252.71,185.13,238.47,161.05,193.94,212.99,,16,968,29,17.32,
16.07.19 15:58:12,8.75,189.33,237.26,192.78,207.11,137.58,137.22,248.62,251.07,240.9,178.29,192.4,198.56,127.14,240.49,246.18,194.32,128.93,181.32,252.71,184.36,238.47,160.3,188.95,211.81,,16,968,29,17.34,
16.07.19 15:58:27,9,188.95,237.26,191.63,206.33,137.58,136.85,248.62,250.26,240.49,177.91,191.63,197.02,126.07,240.49,245.77,193.17,128.57,180.18,252.71,182.84,238.47,159.93,192.78,210.24,,16,968,29,17.34,
16.07.19 15:58:42,9.25,188.56,236.86,190.86,206.33,138.67,137.22,249.03,252.3,240.9,177.91,190.86,191.63,125.35,240.09,245.77,192.4,127.5,180.18,252.71,182.08,238.47,159.56,192.01,210.24,,16,968,29,17.34,
16.07.19 15:58:57,9.5,187.8,236.86,189.71,205.55,140.12,137.58,249.03,249.03,240.9,178.67,189.33,195.09,124.99,240.49,245.77,191.25,126.78,180.56,252.3,180.56,238.07,159.19,189.71,209.07,,16,968,29,17.34,
16.07.19 15:59:13,9.77,186.65,236.46,187.42,205.55,139.03,137.58,249.03,253.12,240.49,177.91,188.56,196.25,124.28,239.28,245.36,190.86,124.64,179.8,252.3,178.67,238.07,157.71,192.4,207.11,,16,968,29,17.36,
16.07.19 15:59:28,10.02,185.89,236.05,187.8,204.38,138.3,137.58,248.62,253.12,239.69,177.91,188.56,193.55,123.21,238.88,244.55,189.71,123.57,179.43,251.48,177.16,237.67,156.23,190.86,206.72,,16,968,29,17.34,
16.07.19 15:59:45,10.3,185.13,236.46,187.03,204,138.67,137.22,247.81,252.3,240.09,177.16,187.8,193.17,122.5,240.09,244.96,188.18,122.5,179.05,252.71,175.64,237.26,155.86,191.63,205.55,,16,968,29,17.36,
16.07.19 16:00:00,10.55,184.36,236.05,186.27,203.61,136.85,136.85,248.21,250.66,239.69,176.4,187.42,194.32,121.43,238.88,244.14,187.42,120.72,177.91,251.48,173.76,236.86,155.49,189.33,204.77,,16,968,29,17.36,
16.07.19 16:00:16,10.82,184.36,236.05,186.27,203.22,136.85,136.85,249.03,254.35,239.69,176.02,187.8,195.86,120.36,238.47,244.96,186.65,120.36,177.53,251.89,172.63,236.86,154.75,194.32,203.61,,16,968,29,17.36,
16.07.19 16:00:32,11.08,183.98,235.65,185.89,202.83,136.85,136.49,248.62,252.71,240.09,174.89,187.8,190.48,120.01,239.28,244.55,185.51,118.94,177.53,251.07,173.01,236.86,154.38,187.8,203.22,,16,968,29,17.36,
16.07.19 16:00:47,11.33,182.84,235.25,185.13,202.83,136.13,136.13,248.21,251.07,240.09,176.02,187.42,194.71,118.94,239.28,244.96,185.51,117.88,176.78,251.48,172.63,236.05,154.02,190.48,202.44,,16,968,29,17.36,
16.07.19 16:01:02,11.58,182.08,234.44,184.36,201.66,135.41,135.77,249.03,253.94,239.28,176.02,187.03,195.09,118.23,239.28,244.96,183.98,116.11,176.4,250.66,170.75,236.05,153.65,188.95,200.89,,16,968,29,17.36,
16.07.19 16:01:17,11.83,182.08,234.44,183.98,201.66,133.97,135.41,248.62,249.03,239.28,175.27,187.03,189.33,117.17,238.88,244.96,183.6,115.76,175.64,250.66,168.5,236.05,152.91,188.18,199.34,,16,968,29,17.36,
16.07.19 16:01:32,12.08,180.18,234.44,183.6,200.5,132.52,134.69,248.62,253.12,239.28,174.51,186.27,192.4,116.11,239.28,244.96,182.84,114.7,174.89,250.26,167.01,236.05,152.18,189.71,198.18,,16,968,29,17.36,
16.07.19 16:01:47,12.33,179.43,235.25,183.6,200.5,132.16,135.05,248.21,249.44,239.28,174.89,186.65,193.94,115.76,239.28,245.36,182.84,113.64,174.89,249.85,165.51,235.65,152.18,186.65,197.41,,16,968,29,17.36,
16.07.19 16:02:02,12.58,179.8,234.85,182.84,200.11,131.44,133.97,248.62,251.89,239.28,173.38,186.65,190.09,115.4,239.28,244.96,181.7,111.52,174.14,250.26,164.77,235.65,151.81,189.71,197.02,,16,968,29,17.36,
16.07.19 16:02:17,12.83,179.05,234.04,182.46,199.73,131.44,133.97,249.03,251.89,239.28,173.38,186.65,187.03,114.7,239.69,245.77,181.32,109.76,173.01,250.26,165.14,236.05,152.18,186.65,196.25,,16,968,29,17.36,
16.07.19 16:02:32,13.08,178.29,234.44,182.08,199.73,131.08,133.24,249.44,249.44,238.88,173.76,186.65,190.86,113.99,239.69,246.18,181.32,109.76,172.63,249.85,164.39,234.85,152.18,187.8,195.09,,16,968,29,17.36,
16.07.19 16:02:47,13.33,175.27,233.64,181.32,199.73,131.8,133.6,249.44,251.48,238.88,173.38,186.27,190.86,112.93,238.88,245.77,180.94,108.71,172.26,249.44,163.28,235.25,152.18,188.56,194.32,,16,968,29,17.36,
16.07.19 16:03:02,13.58,175.27,233.64,181.32,198.95,132.52,132.88,248.62,249.03,238.88,173.38,187.03,187.03,111.52,239.28,246.18,180.56,108.01,171.88,249.03,162.53,234.85,152.91,186.65,193.17,,16,968,29,17.38,
16.07.19 16:03:17,13.83,175.27,234.04,180.56,199.34,131.8,131.8,249.03,251.89,238.88,173.38,186.65,188.56,111.17,239.28,245.77,180.94,106.26,171.88,249.03,161.42,234.85,153.28,188.18,192.01,,16,968,29,17.38,
16.07.19 16:03:32,14.08,174.89,234.04,180.18,199.34,132.16,131.08,249.03,249.44,238.88,173.38,187.03,190.86,110.47,239.69,246.18,181.32,103.81,171.13,249.03,161.79,235.25,152.91,185.89,191.63,,16,968,29,17.36,
16.07.19 16:03:47,14.33,174.14,233.24,178.29,198.18,130.73,129.65,248.62,250.26,238.47,172.63,186.65,187.42,109.41,239.28,245.77,180.94,102.07,169.63,249.03,161.42,234.04,152.18,188.56,189.71,,16,968,29,17.36,
16.07.19 16:04:02,14.58,174.14,233.24,178.67,197.41,131.44,128.93,248.21,251.07,238.07,171.88,186.65,187.03,108.71,239.28,246.58,180.18,101.37,169.25,249.44,160.67,234.04,152.18,186.27,188.95,,16,968,29,17.36,
16.07.19 16:04:17,14.83,173.38,233.24,178.67,197.41,131.44,128.21,249.03,248.21,238.88,171.88,186.65,189.71,108.01,239.28,246.58,180.56,100.33,169.63,249.85,161.05,234.44,151.81,185.89,187.42,,16,968,29,17.36,
16.07.19 16:04:32,15.08,171.5,233.24,177.91,196.63,131.44,126.78,247.81,251.89,238.07,170.75,184.36,187.8,106.96,238.88,246.58,180.18,98.94,168.5,249.44,160.67,233.64,151.07,186.65,186.27,,16,968,29,17.36,
16.07.19 16:04:47,15.33,171.13,232.44,177.53,196.63,130.73,126.07,248.21,247.81,237.67,170.38,185.51,183.98,106.26,239.28,246.99,180.94,98.25,168.13,249.85,159.56,233.64,150.71,182.46,185.89,,16,968,29,17.39,
16.07.19 16:05:02,15.58,171.13,233.24,177.16,196.25,131.08,126.07,248.21,251.48,238.47,170.38,185.13,188.95,105.21,239.69,247.4,181.7,98.25,168.13,249.44,159.19,234.44,150.34,185.13,185.51,,16,968,29,17.36,
16.07.19 16:05:17,15.83,170,232.84,176.02,195.48,130.01,125.35,247.81,249.03,238.07,170.38,185.13,188.56,104.51,239.28,246.58,182.08,97.9,167.01,249.03,157.34,234.04,149.97,183.6,185.51,,16,968,29,17.36,
16.07.19 16:05:33,16.1,170,232.44,174.89,195.09,130.37,124.28,246.18,249.03,238.07,169.63,184.74,183.98,103.46,238.88,246.18,182.08,97.55,166.26,248.62,156.97,233.64,149.97,182.08,184.74,,16,968,29,17.36,
16.07.19 16:05:48,16.35,169.63,232.44,174.89,195.09,131.08,124.28,244.96,251.48,238.07,168.88,184.36,185.13,102.77,238.07,246.58,181.7,97.21,166.26,248.62,157.71,234.04,150.34,184.74,183.98,,16,968,29,17.36,
16.07.19 16:06:03,16.6,168.5,231.64,174.14,194.71,129.65,122.85,244.14,248.62,237.26,167.75,184.36,187.42,101.37,237.67,246.18,181.7,96.51,165.51,247.81,155.49,232.84,150.71,178.67,183.22,,16,968,29,17.36,
16.07.19 16:06:18,16.85,168.88,231.64,174.51,193.55,129.65,122.5,244.14,252.3,237.67,167.38,183.98,184.36,100.33,237.67,246.18,181.7,95.48,165.14,247.4,154.75,233.24,150.71,184.74,182.08,,16,968,29,17.36,
16.07.19 16:06:33,17.1,167.75,231.64,172.63,192.78,127.85,121.07,243.74,247.81,237.26,165.89,182.84,183.22,98.25,237.26,243.74,180.94,94.44,164.02,246.99,154.02,232.84,149.97,179.43,181.7,,16,968,29,17.36,
16.07.19 16:06:48,17.35,167.75,231.64,173.01,192.78,128.57,120.72,243.74,250.66,236.86,164.02,182.84,186.65,97.55,237.67,242.52,180.94,94.09,163.65,247.4,154.02,233.24,150.71,182.08,183.6,,16,968,29,17.36,
16.07.19 16:07:03,17.6,168.5,231.64,172.26,192.78,128.57,120.01,243.74,250.26,237.26,163.65,181.7,185.13,96.86,237.67,243.33,180.56,94.09,163.28,247.4,154.02,233.24,150.71,183.22,183.22,,16,968,29,17.36,
16.07.19 16:07:18,17.85,167.01,231.23,172.26,192.4,126.42,118.94,242.52,249.85,237.26,163.28,180.94,180.94,94.44,237.26,242.92,180.18,93.06,162.53,246.58,154.38,232.44,150.34,179.8,182.08,,16,968,29,17.34,
16.07.19 16:07:33,18.1,167.75,231.64,172.63,192.4,125.71,118.94,243.74,253.12,236.86,164.02,180.94,186.27,94.09,238.07,242.92,179.8,93.4,162.53,247.4,154.02,232.84,150.71,183.6,182.08,,16,968,29,17.36,
16.07.19 16:07:48,18.35,166.63,230.43,171.88,192.4,125.35,118.23,242.92,249.85,236.86,164.39,179.43,185.51,92.71,237.26,245.36,179.05,92.02,160.67,246.99,152.91,231.64,149.6,177.91,180.18,,16,968,29,17.36,
16.07.19 16:08:03,18.6,166.63,230.83,171.5,191.25,125.35,118.23,242.92,254.35,236.86,164.77,179.43,180.56,92.02,237.67,244.96,178.67,91.34,159.93,246.58,152.54,232.44,148.87,184.36,177.91,,16,968,29,17.36,
16.07.19 16:08:18,18.85,166.26,230.43,170,190.86,123.92,117.17,242.52,251.07,236.86,164.39,177.53,182.84,91.34,236.86,243.33,178.67,91.68,159.19,246.18,151.81,232.44,148.5,179.8,177.16,,16,968,29,17.36,
16.07.19 16:08:33,19.1,165.89,230.43,169.25,190.86,124.64,117.17,242.11,253.53,236.86,164.77,177.53,186.27,90.65,236.86,244.96,178.29,90.65,158.82,246.58,150.71,232.04,148.14,181.32,176.78,,16,968,29,17.34,
16.07.19 16:08:49,19.37,165.51,230.43,168.5,190.48,124.28,115.76,241.71,252.3,236.46,163.65,176.02,179.8,89.96,236.46,244.96,177.53,89.62,157.34,245.77,149.97,232.04,147.04,181.32,174.89,,16,968,29,17.34,
16.07.19 16:09:04,19.62,165.89,230.03,168.13,189.71,122.85,115.05,241.71,251.48,236.46,164.02,175.64,181.32,89.27,236.05,246.58,177.53,89.62,156.6,246.18,149.6,231.64,146.67,178.29,174.51,,16,968,29,17.34,
16.07.19 16:09:19,19.87,165.51,230.03,167.01,189.33,122.85,114.34,241.71,253.94,236.05,164.39,174.51,184.36,88.59,236.46,245.77,177.91,89.27,155.86,245.77,149.24,232.04,145.94,183.6,174.14,,16,968,29,17.34,
16.07.19 16:09:34,20.12,165.51,229.63,167.38,189.71,122.85,113.64,242.11,251.48,236.46,164.02,173.76,179.8,87.9,236.86,246.58,177.53,89.62,155.49,246.18,149.24,231.64,145.58,177.53,173.76,,16,968,29,17.34,
16.07.19 16:09:49,20.37,165.89,230.03,166.63,188.95,122.85,112.58,241.71,254.35,235.65,163.65,173.01,179.05,87.21,236.86,246.18,177.16,89.27,155.12,245.77,149.24,231.23,144.85,181.32,173.38,,16,968,29,17.34,
16.07.19 16:10:04,20.62,165.51,229.63,165.89,188.56,122.14,112.23,241.3,251.48,235.65,163.28,172.26,181.7,87.21,236.86,245.77,177.16,88.93,154.38,245.77,149.24,231.64,144.85,180.18,173.38,,16,968,29,17.34,
16.07.19 16:10:19,20.87,165.14,229.63,165.51,187.8,122.5,111.87,241.71,253.12,235.25,162.9,171.13,179.8,86.19,236.46,245.77,177.16,87.9,154.38,245.77,147.77,231.23,144.12,177.53,173.01,,16,968,29,17.34,
16.07.19 16:10:34,21.12,164.77,229.63,164.39,187.42,122.14,110.82,240.49,253.12,235.65,162.53,170.75,176.4,85.16,236.46,244.96,176.4,87.56,153.28,245.77,147.41,230.83,143.75,180.94,172.63,,16,968,29,17.32,
16.07.19 16:10:49,21.37,163.65,228.83,164.39,187.03,119.65,110.12,240.49,251.07,234.44,162.9,170.38,180.94,84.48,236.05,246.18,176.78,87.21,152.91,245.77,147.04,230.83,143.03,175.27,172.26,,16,968,29,17.34,
16.07.19 16:11:04,21.62,164.02,229.23,164.02,186.27,118.59,109.41,240.49,253.94,234.44,163.65,170.38,179.43,83.79,236.46,244.96,176.4,86.53,152.54,245.77,147.04,231.23,143.39,178.29,171.88,,16,968,29,17.32,
16.07.19 16:11:19,21.87,164.02,228.83,163.65,185.51,117.88,108.36,240.49,251.48,234.44,163.65,170,177.53,82.77,238.88,246.18,176.78,86.53,152.18,246.18,147.04,231.64,143.03,176.78,171.88,,16,968,29,17.34,
16.07.19 16:11:34,22.12,163.28,229.23,163.28,185.89,117.52,107.31,240.49,254.35,234.44,163.28,169.63,176.4,81.75,237.26,245.77,176.4,86.19,152.18,245.77,146.67,230.83,143.03,175.27,171.13,,16,968,29,17.32,
16.07.19 16:11:49,22.37,162.9,228.83,161.79,185.89,115.76,106.26,240.09,252.3,234.04,162.9,168.88,178.29,80.73,236.86,245.36,176.02,85.5,151.44,245.36,146.67,230.83,142.3,177.53,170.75,,16,968,29,17.32,
16.07.19 16:12:04,22.62,162.16,228.83,162.16,185.89,115.4,106.26,240.09,251.89,234.85,162.9,168.88,176.02,80.73,237.67,245.77,175.64,85.16,151.81,245.77,146.31,230.43,142.66,173.38,170.75,,16,968,29,17.32,
16.07.19 16:12:19,22.87,162.53,228.43,161.05,185.13,116.11,105.21,239.28,253.53,234.04,163.28,168.13,175.27,79.71,238.07,245.36,174.51,84.14,151.07,245.36,145.21,230.43,141.93,177.53,170.38,,16,968,29,17.29,
16.07.19 16:12:34,23.12,162.53,228.43,160.3,185.51,115.4,104.16,239.28,251.07,234.04,162.9,167.38,178.67,78.69,238.47,245.77,174.14,83.11,150.34,245.77,145.21,230.43,141.57,173.76,170.38,,16,968,29,17.32,
16.07.19 16:12:49,23.37,162.16,227.64,159.93,184.74,113.64,102.42,239.28,253.94,234.04,162.16,167.01,174.89,77.67,238.47,245.36,173.38,81.75,149.24,245.36,144.85,230.43,141.21,174.51,169.63,,16,968,29,17.32,
16.07.19 16:13:04,23.62,161.42,228.04,159.93,184.74,111.87,102.07,239.69,252.3,233.64,162.53,166.63,176.4,77.33,238.47,245.36,172.63,80.73,149.24,245.36,145.58,230.03,140.12,176.02,169.25,,16,968,29,17.32,
16.07.19 16:13:19,23.87,161.79,227.64,158.82,184.74,110.47,101.72,239.69,252.3,234.04,162.16,166.26,181.32,76.65,238.47,245.36,172.26,80.39,148.5,245.36,145.58,230.43,140.12,173.01,168.5,,16,968,29,17.32,
16.07.19 16:13:34,24.12,161.05,227.64,157.71,185.13,109.06,101.03,239.69,253.53,233.24,161.42,165.89,176.4,75.97,239.28,245.36,171.13,79.37,147.77,245.36,145.94,230.03,139.03,175.64,168.13,,16,968,29,17.32,
16.07.19 16:13:49,24.37,160.67,228.04,156.97,185.13,108.36,100.68,240.09,251.07,233.64,161.42,164.77,175.64,75.3,239.69,245.36,171.13,79.03,147.04,245.36,145.94,230.03,139.03,171.88,168.5,,16,968,29,17.29,
16.07.19 16:14:04,24.62,160.67,227.24,157.34,184.74,108.01,99.64,239.69,253.53,233.24,161.05,164.02,179.05,73.95,238.88,245.36,170,77.67,145.94,244.96,145.94,229.63,138.3,173.76,167.38,,16,968,29,17.31,
16.07.19 16:14:19,24.87,160.67,228.04,156.6,184.74,108.36,99.29,239.69,251.07,233.24,161.42,162.9,176.78,73.95,239.69,245.36,170.38,77.33,145.94,244.96,146.67,230.03,138.3,173.01,168.13,,16,968,29,17.29,
16.07.19 16:14:34,25.12,160.67,227.24,155.49,184.36,109.06,98.59,239.28,253.12,233.24,159.93,162.16,175.27,72.93,239.28,245.36,169.63,76.31,145.21,244.55,147.41,230.03,137.22,171.88,167.01,,16,968,29,17.29,
16.07.19 16:14:49,25.37,161.05,227.64,155.12,184.74,108.36,97.9,240.09,253.12,233.24,160.3,161.79,180.94,72.6,239.69,245.36,169.63,75.97,144.85,244.96,148.14,230.43,137.22,174.51,167.01,,16,968,29,17.29,
