Measurement Name :,20190808_resp_1_Day15,,Generated On :,"08/08/2019, 14:13:48",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
08.08.19 13:44:21,0.03,179.85,211.87,209.57,200.44,213.02,205.37,221.89,246.26,189.9,198.92,145.72,207.66,194.02,249.45,256.27,183.93,196.66,188.03,148.94,152.52,163.35,245.86,230.46,183.56,,17,968,29,17.27,
08.08.19 13:44:36,0.28,176.89,209.95,209.19,198.92,210.72,211.1,219.96,245.06,188.77,197.41,142.88,206.13,187.65,248.65,254.66,182.81,194.4,186.16,146.44,149.65,160.09,245.06,228.9,181.7,,17,968,29,17.34,
08.08.19 13:44:51,0.53,173.21,208.42,208.04,198.17,208.8,203.09,219.18,245.86,187.28,196.66,141.46,205.75,187.28,249.05,255.07,181.7,192.89,185.42,145.01,150.72,158.64,245.06,228.12,180.96,,17,968,29,17.38,
08.08.19 13:45:06,0.78,175.05,206.9,206.9,196.66,207.28,202.71,218.02,245.46,186.91,195.53,140.04,204.23,184.67,248.25,254.26,179.85,192.52,184.3,142.88,148.22,156.83,244.27,226.56,180.96,,17,968,29,17.4,
08.08.19 13:45:21,1.03,175.42,204.99,205.37,195.15,206.13,201.19,217.64,245.86,185.42,195.9,138.63,201.95,183.93,248.25,254.26,178,190.64,183.19,141.11,147.15,156.47,243.87,225.78,180.96,,17,968,29,17.45,
08.08.19 13:45:36,1.28,171.01,204.23,205.37,194.4,205.75,197.79,216.09,245.46,184.3,195.15,138.28,200.44,182.81,247.85,253.46,176.16,189.9,181.7,139.34,146.44,154.67,243.08,224.22,180.59,,17,968,29,17.47,
08.08.19 13:45:51,1.53,171.74,202.71,204.61,193.65,204.99,199.3,215.32,245.86,183.56,194.02,138.28,198.92,180.59,247.85,253.06,173.95,189.15,180.22,137.57,150.01,153.59,243.08,223.83,179.85,,17,968,29,17.52,
08.08.19 13:46:06,1.78,172.11,201.95,203.85,192.14,203.47,194.77,214.17,245.46,181.7,192.89,137.57,197.41,179.85,247.06,252.66,172.11,188.03,179.48,135.81,152.88,153.24,242.28,222.28,178.74,,17,968,29,17.52,
08.08.19 13:46:21,2.03,167.72,200.81,202.71,191.39,202.33,195.15,213.02,245.46,181.33,191.02,136.86,196.28,178,247.06,252.25,170.28,186.91,178.37,134.4,152.88,152.16,241.89,221.12,178.37,,17,968,29,17.57,
08.08.19 13:46:36,2.28,169.18,200.44,202.71,190.27,201.57,192.14,212.25,245.46,180.96,190.64,136.51,195.9,177.63,247.06,252.25,168.82,186.53,178,132.99,154.67,151.8,241.89,220.73,177.26,,17,968,29,17.59,
08.08.19 13:46:51,2.53,169.55,198.92,201.57,189.52,199.68,191.02,210.72,245.06,179.48,189.9,135.1,194.4,176.52,247.06,251.85,166.99,186.16,176.52,131.59,154.67,151.44,241.1,218.8,175.05,,17,968,29,17.59,
08.08.19 13:47:06,2.78,165.9,197.79,201.57,188.03,197.79,191.02,209.57,245.06,178.74,189.15,134.4,192.89,175.42,246.66,251.85,165.53,184.67,176.16,129.49,156.11,151.08,241.1,218.02,175.05,,17,968,29,17.61,
08.08.19 13:47:21,3.03,165.53,197.41,201.19,186.91,196.28,187.65,208.8,244.67,177.26,188.77,133.7,191.77,175.05,246.26,251.45,164.8,184.67,175.05,127.39,157.92,150.72,240.3,216.48,174.32,,17,968,29,17.65,
08.08.19 13:47:36,3.28,166.63,196.28,200.81,185.79,195.53,187.65,207.66,244.27,175.79,187.65,132.29,191.02,172.85,245.86,251.05,163.35,183.19,174.68,125.65,157.56,150.01,240.3,214.94,173.21,,17,968,29,17.65,
08.08.19 13:47:51,3.53,162.62,195.15,200.06,184.67,194.4,185.79,206.13,244.27,174.32,185.79,131.94,189.52,172.11,245.86,251.05,162.62,182.44,175.05,123.91,155.03,149.29,239.51,213.02,173.21,,17,968,29,17.68,
08.08.19 13:48:06,3.78,162.26,194.4,200.06,183.56,193.27,185.04,205.37,244.67,173.21,186.16,131.24,188.77,166.99,245.46,250.65,161.9,182.44,173.58,122.17,159.36,148.94,239.51,212.25,172.48,,17,968,29,17.7,
08.08.19 13:48:21,4.03,162.62,193.27,200.06,182.44,192.52,183.93,204.99,244.27,172.48,185.79,130.19,188.03,169.55,245.46,250.25,161.17,180.96,173.21,120.1,160.81,148.22,239.12,211.1,172.11,,17,968,29,17.72,
08.08.19 13:48:36,4.28,161.54,191.39,198.92,182.07,191.77,181.7,204.23,243.87,171.74,185.79,129.49,186.91,172.48,245.06,250.25,160.09,180.96,171.74,119.06,160.09,147.51,239.12,209.95,171.74,,17,968,29,17.75,
08.08.19 13:48:51,4.53,158.28,190.64,198.54,180.59,190.27,182.44,203.09,243.87,169.55,185.42,128.09,187.65,168.82,244.67,249.45,159.36,179.11,171.01,116.99,160.45,146.08,238.72,209.19,171.01,,17,968,29,17.75,
08.08.19 13:49:06,4.78,159.36,191.02,198.17,179.85,189.15,177.26,202.71,243.48,168.08,185.04,128.09,186.91,168.08,244.27,249.85,158.28,178.74,169.18,115.61,160.45,145.37,238.33,208.04,170.28,,17,968,29,17.77,
08.08.19 13:49:21,5.03,158.28,190.27,197.79,178.37,187.65,178.74,201.19,243.08,166.26,183.56,127.74,186.16,167.35,244.27,249.45,156.83,176.89,168.45,113.55,160.81,145.01,237.93,207.28,170.28,,17,968,29,17.79,
08.08.19 13:49:36,5.28,155.75,191.02,197.79,177.26,186.53,176.16,199.68,242.68,164.08,183.56,126.7,186.16,166.26,244.27,249.45,156.11,175.79,166.26,112.52,161.9,143.95,237.54,206.9,169.91,,17,968,29,17.79,
08.08.19 13:49:51,5.53,156.83,191.02,196.66,177.26,186.91,174.68,199.68,243.08,162.99,183.56,126.35,185.04,162.99,244.27,249.85,155.75,175.42,164.8,111.14,162.26,143.59,237.93,205.75,168.82,,17,968,29,17.82,
08.08.19 13:50:06,5.78,155.75,190.27,197.03,175.79,185.04,175.42,198.54,242.28,160.81,183.19,124.95,183.56,165.9,243.87,248.65,155.75,174.32,164.08,109.09,157.56,142.52,236.75,204.99,167.72,,17,968,29,17.84,
08.08.19 13:50:21,6.03,152.52,190.27,196.28,175.79,184.67,173.95,197.79,242.68,159.72,183.19,124.26,183.19,166.63,243.87,248.65,155.03,172.85,164.44,108.07,160.81,142.17,236.75,204.99,166.99,,17,968,29,17.84,
08.08.19 13:50:36,6.28,153.24,189.52,196.28,175.05,182.81,172.48,197.03,242.68,158.64,183.19,123.22,182.07,165.9,244.27,249.05,154.31,172.11,164.08,106.7,161.9,141.11,236.75,204.23,166.63,,17,968,29,17.84,
08.08.19 13:50:51,6.53,153.24,188.4,195.53,173.58,182.44,169.18,196.28,241.89,157.2,182.81,121.48,181.33,162.62,243.48,248.25,152.88,171.38,163.71,105.68,158.28,140.04,236.35,202.71,165.9,,17,968,29,17.86,
08.08.19 13:51:06,6.78,151.08,188.03,196.28,173.21,182.07,168.82,196.28,242.28,156.47,182.44,120.79,181.33,159.36,243.48,248.65,152.88,170.64,164.08,104.66,161.9,139.34,236.35,203.09,164.8,,17,968,29,17.88,
08.08.19 13:51:21,7.03,150.01,186.53,195.9,171.38,180.59,166.99,195.15,241.89,155.03,181.7,119.06,179.48,161.54,243.08,247.85,150.72,169.55,163.35,103.3,162.62,138.63,235.96,201.19,163.35,,17,968,29,17.88,
08.08.19 13:51:37,7.3,150.72,185.42,195.9,170.28,179.48,169.55,194.02,241.49,154.31,181.33,115.61,178.74,162.26,243.08,247.85,150.01,169.18,162.62,102.62,158.64,137.57,235.96,200.06,162.62,,17,968,29,17.89,
08.08.19 13:51:52,7.55,148.22,185.42,195.15,169.55,178,166.63,193.65,240.7,153.59,181.7,113.55,178.37,161.9,242.68,247.85,148.94,168.82,162.62,101.94,163.35,137.22,235.17,199.68,160.81,,17,968,29,17.9,
08.08.19 13:52:07,7.8,148.58,185.04,195.15,169.18,176.89,166.26,192.89,241.1,152.52,180.59,112.52,177.26,159.72,242.68,247.46,148.94,168.82,161.9,100.93,159.72,136.16,235.17,199.68,160.09,,17,968,29,17.9,
08.08.19 13:52:22,8.05,148.58,184.3,194.4,168.45,176.16,163.71,191.77,240.7,151.08,179.85,111.83,176.16,156.83,242.68,247.06,148.58,167.72,161.54,99.57,160.45,135.45,235.57,198.92,159,,17,968,29,17.91,
08.08.19 13:52:37,8.3,147.51,183.19,192.52,167.35,174.32,161.9,190.64,239.91,150.72,179.48,111.49,175.05,158.64,242.28,247.06,147.15,166.99,161.17,98.22,161.17,134.75,234.78,197.79,158.28,,17,968,29,17.93,
08.08.19 13:52:52,8.55,143.95,182.81,191.77,166.63,173.95,161.9,190.27,240.3,150.37,179.11,111.49,173.95,159.72,241.89,247.06,146.79,166.99,160.81,97.54,157.2,134.05,234.78,197.79,157.92,,17,968,29,17.93,
08.08.19 13:53:07,8.8,145.72,181.7,191.02,165.9,173.21,159.36,189.15,239.91,149.65,178,110.46,172.48,160.45,241.89,246.66,145.72,166.63,160.45,95.52,159,132.99,234.39,196.66,157.2,,17,968,29,17.93,
08.08.19 13:53:22,9.05,145.37,181.33,191.02,165.17,171.74,162.99,188.77,239.91,148.58,177.63,109.09,171.38,158.28,241.1,246.66,145.37,166.26,160.81,94.18,158.28,132.29,233.99,195.9,157.2,,17,968,29,17.95,
08.08.19 13:53:37,9.3,141.81,180.96,191.02,164.8,171.38,161.17,187.65,239.51,147.51,177.26,108.41,170.28,154.31,241.1,246.26,144.3,165.9,160.09,92.16,156.11,131.24,233.6,195.15,156.47,,17,968,29,17.93,
08.08.19 13:53:52,9.55,142.88,180.59,191.02,164.08,170.64,160.09,187.28,239.12,147.15,176.89,107.72,169.55,156.47,241.1,246.66,143.95,164.44,160.09,91.16,160.45,130.89,233.6,194.77,156.11,,17,968,29,17.95,
08.08.19 13:54:07,9.8,142.52,179.85,191.39,163.35,169.55,161.54,186.16,238.72,146.08,175.79,106.7,168.08,157.92,241.1,246.26,143.23,162.62,159.36,90.15,155.03,129.49,233.21,194.02,155.39,,17,968,29,17.97,
08.08.19 13:54:22,10.05,142.88,179.48,190.64,162.26,168.45,159,185.42,239.12,145.01,175.79,106.02,166.99,154.67,240.7,246.26,142.52,161.9,159.72,89.48,155.75,129.14,233.21,193.27,155.03,,17,968,29,17.97,
08.08.19 13:54:37,10.3,141.46,179.85,191.39,161.9,168.82,160.09,185.04,238.72,144.66,175.42,105.34,165.9,156.47,240.7,246.66,141.81,161.17,159.72,89.15,155.75,128.44,232.82,192.89,155.03,,17,968,29,17.97,
08.08.19 13:54:52,10.55,138.28,178,191.77,160.81,167.72,155.39,184.3,238.33,143.59,174.68,103.98,165.53,151.44,240.3,246.66,142.52,160.09,159,88.48,153.24,127.74,232.82,192.14,154.67,,17,968,29,18,
08.08.19 13:55:08,10.82,140.4,178,191.77,160.45,168.82,161.17,183.56,238.33,142.88,173.95,102.96,164.8,159.72,240.3,246.26,139.34,159,163.35,87.48,150.72,126.35,232.82,191.02,151.8,,17,968,29,17.98,
08.08.19 13:55:23,11.07,139.69,176.52,190.64,159.36,168.08,157.2,182.44,237.54,142.17,172.85,102.28,164.08,158.28,239.91,245.46,136.86,157.56,158.28,85.15,151.44,124.95,232.03,190.27,151.08,,17,968,29,18,
08.08.19 13:55:38,11.32,136.86,176.52,191.02,159,167.35,157.92,181.7,237.54,141.81,173.21,101.26,163.35,155.75,239.91,245.86,136.16,156.47,157.92,83.82,148.94,124.26,232.82,189.9,150.72,,17,968,29,18,
08.08.19 13:55:53,11.57,135.81,175.79,191.02,158.28,166.63,151.44,181.33,237.93,141.46,172.85,100.59,163.71,150.37,240.3,245.86,134.4,156.11,157.92,83.82,146.79,124.26,232.82,189.52,150.01,,17,968,29,18,
08.08.19 13:56:09,11.83,134.4,174.68,190.27,157.2,164.08,151.8,180.59,237.54,141.11,171.74,100.93,162.62,148.94,239.91,245.86,133.34,155.39,157.2,82.49,149.65,124.26,232.03,188.4,151.08,,17,968,29,18,
08.08.19 13:56:24,12.08,130.89,173.95,189.52,156.83,163.35,151.8,179.85,237.14,140.75,171.38,100.93,161.9,150.37,239.51,245.86,132.64,154.31,156.83,80.83,150.01,122.87,232.03,188.03,150.72,,17,968,29,18,
08.08.19 13:56:41,12.37,132.29,173.58,188.77,156.11,162.26,148.58,178.74,237.14,138.63,169.91,100.93,160.81,150.72,239.12,245.46,131.94,152.88,156.11,78.85,147.51,121.48,231.25,186.91,150.37,,17,968,29,18,
08.08.19 13:56:56,12.62,131.59,173.21,188.4,155.75,162.26,150.37,177.63,237.14,137.57,170.28,100.59,160.09,148.22,239.12,245.46,131.59,152.16,155.39,78.52,150.01,121.48,231.64,186.53,150.37,,17,968,29,18.02,
08.08.19 13:57:11,12.87,128.09,171.38,186.91,154.67,161.17,145.72,176.89,236.35,135.45,168.82,99.91,159.72,145.37,238.72,245.46,130.89,150.72,155.03,77.2,147.86,120.1,230.86,185.04,149.65,,17,968,29,18.02,
08.08.19 13:57:26,13.12,130.54,170.64,186.91,153.59,160.45,148.58,176.16,236.35,133.7,168.45,99.91,157.56,147.15,238.72,245.06,130.19,150.37,154.31,76.54,143.95,119.4,230.86,185.04,149.29,,17,968,29,18,
08.08.19 13:57:41,13.37,128.44,170.64,185.79,153.24,159.72,145.72,176.16,236.35,133.34,167.72,99.23,156.83,148.58,238.33,245.06,129.49,148.94,153.95,75.22,147.51,118.37,230.86,183.93,148.94,,17,968,29,18.02,
08.08.19 13:57:56,13.62,124.61,169.91,185.79,153.24,158.64,145.72,175.05,236.35,133.34,166.99,98.56,156.11,146.08,238.33,245.06,128.79,148.58,153.59,74.57,146.44,116.99,230.46,183.56,148.58,,17,968,29,18.02,
08.08.19 13:58:11,13.87,125.3,168.82,185.04,151.8,158.28,146.08,175.05,235.96,131.94,166.99,98.22,153.95,144.3,238.33,245.06,128.44,148.58,153.24,72.6,142.88,116.64,230.86,182.44,147.86,,17,968,29,18.04,
08.08.19 13:58:26,14.12,126.7,167.35,184.67,151.44,156.83,143.23,174.32,236.35,130.19,166.26,97.54,151.8,145.37,237.93,244.27,128.79,147.51,152.52,71.61,144.3,115.95,230.46,182.44,147.15,,17,968,29,18.04,
08.08.19 13:58:41,14.37,124.95,167.72,183.56,151.44,156.47,145.72,173.95,235.96,128.79,166.26,97.21,150.72,145.01,238.33,245.06,127.74,146.79,152.16,70.96,145.01,114.92,230.07,182.07,146.44,,17,968,29,18.04,
08.08.19 13:58:56,14.62,122.17,166.63,183.56,150.72,154.67,139.69,172.85,235.96,128.09,165.17,96.53,149.65,143.59,237.54,244.27,127.39,145.72,151.44,69,142.88,113.89,229.68,180.96,145.72,,17,968,29,18.04,
08.08.19 13:59:12,14.88,121.48,166.26,183.19,149.65,153.95,142.52,172.11,235.57,127.74,164.44,95.52,148.22,142.52,237.93,244.27,125.65,145.37,150.37,68.34,142.88,113.2,230.07,180.59,144.66,,17,968,29,18.04,
08.08.19 13:59:27,15.13,124.26,165.17,182.81,148.94,152.88,138.63,171.74,235.17,126.7,163.35,94.85,147.51,141.81,237.14,244.67,124.95,144.66,150.01,67.04,143.23,112.17,229.68,180.22,144.66,,17,968,29,18.04,
08.08.19 13:59:42,15.38,121.48,165.53,182.07,148.22,152.16,138.98,170.64,234.78,126.35,163.35,94.51,147.51,142.52,237.14,244.67,123.91,143.59,149.65,65.73,140.4,109.43,229.29,179.85,144.66,,17,968,29,18.04,
08.08.19 13:59:57,15.63,119.06,164.8,182.07,147.86,151.44,138.98,170.64,235.57,126,163.35,94.18,146.79,141.11,237.14,244.67,123.22,143.23,149.29,64.43,143.23,108.41,229.68,179.85,144.3,,17,968,29,18.06,
08.08.19 14:00:12,15.88,121.13,164.8,180.59,146.79,151.44,137.22,169.91,234.39,124.61,161.9,93.51,146.79,138.63,237.14,244.27,122.87,142.17,148.58,63.46,141.46,107.38,229.29,179.11,143.95,,17,968,29,18.04,
08.08.19 14:00:27,16.13,120.1,164.08,181.33,146.44,151.08,137.92,168.82,234.78,124.26,161.17,93.17,146.79,138.28,237.14,244.27,122.52,141.11,148.22,62.49,138.63,106.7,229.29,178.74,144.3,,17,968,29,18.06,
08.08.19 14:00:42,16.38,116.3,163.71,181.33,145.72,150.37,132.99,168.08,234.39,123.56,160.09,92.5,146.44,139.69,236.75,243.87,121.48,140.75,147.86,61.19,141.46,106.02,228.9,178,143.23,,17,968,29,18.06,
08.08.19 14:00:57,16.63,117.68,163.35,180.96,143.95,150.01,135.45,167.72,234.39,122.52,158.64,91.83,146.08,138.28,236.35,243.87,120.44,139.69,147.15,59.25,138.98,104.66,228.51,177.63,142.17,,17,968,29,18.06,
08.08.19 14:01:12,16.88,117.33,162.62,180.59,144.3,149.29,131.94,168.08,234.78,122.17,158.64,90.82,145.01,135.81,236.35,244.27,120.1,140.04,146.44,57.64,138.63,104.32,228.9,177.63,141.46,,17,968,29,18.04,
08.08.19 14:01:27,17.13,114.23,162.26,180.96,141.46,147.15,134.05,166.99,234.78,120.79,157.92,89.48,137.92,136.16,235.17,243.48,120.79,138.98,145.37,55.7,137.92,102.28,227.34,176.52,140.4,,17,968,29,18.06,
08.08.19 14:01:42,17.38,115.95,161.54,181.33,137.22,147.51,132.64,165.9,234.78,120.44,157.56,89.15,134.05,136.86,235.57,244.27,120.1,139.34,144.66,55.7,135.45,101.94,227.34,176.16,140.75,,17,968,29,18.06,
08.08.19 14:01:57,17.63,114.23,161.17,180.96,135.81,146.79,130.54,165.53,234.39,120.1,157.2,88.48,132.99,136.51,235.57,243.87,118.37,139.34,143.95,55.38,135.45,100.93,226.95,175.42,139.69,,17,968,29,18.04,
08.08.19 14:02:12,17.88,112.17,160.09,178.37,135.1,145.72,131.24,165.53,234.39,119.4,157.2,87.81,131.94,136.16,235.17,244.27,119.06,139.34,146.79,54.42,134.05,100.25,226.95,175.05,140.04,,17,968,29,18.04,
08.08.19 14:02:27,18.13,114.23,159.36,177.26,134.05,145.01,126.7,165.17,233.99,118.71,157.2,87.15,131.59,134.75,235.57,243.87,120.1,138.98,146.44,54.09,132.29,99.57,226.95,174.32,140.04,,17,968,29,18.06,
08.08.19 14:02:42,18.38,111.83,159,175.05,132.99,142.88,128.44,164.44,234.39,117.68,156.47,86.48,130.54,134.4,235.17,243.87,116.3,138.63,145.37,53.13,132.99,98.56,226.56,173.21,139.34,,17,968,29,18.06,
08.08.19 14:02:57,18.63,109.77,158.64,175.79,132.64,141.81,125.3,164.08,233.99,117.68,156.47,86.15,130.89,133.34,235.17,243.87,118.02,138.63,145.01,52.17,132.29,97.88,226.95,172.85,140.04,,17,968,29,18.04,
08.08.19 14:03:12,18.88,112.17,157.92,178,132.64,141.46,128.09,163.71,233.99,116.99,156.11,85.81,130.19,131.59,235.17,244.27,117.33,138.63,144.66,51.21,129.49,97.54,226.95,172.48,139.69,,17,968,29,18.04,
08.08.19 14:03:27,19.13,109.09,154.67,177.26,131.24,140.04,124.26,162.99,233.21,115.95,155.39,84.48,129.49,130.19,234.78,243.87,116.64,137.57,143.23,50.25,132.29,96.2,226.17,171.38,138.98,,17,968,29,18.04,
08.08.19 14:03:42,19.38,107.72,150.72,175.42,130.54,138.98,122.87,162.99,233.6,115.26,153.95,83.82,131.94,131.94,234.39,243.08,116.99,137.22,142.88,49.61,128.44,95.52,225.78,170.64,138.98,,17,968,29,18.04,
08.08.19 14:03:57,19.63,110.12,152.16,177.26,129.84,137.92,123.91,162.26,233.21,113.89,153.95,82.82,136.16,130.89,234.78,243.08,116.3,136.86,141.81,49.29,128.79,94.85,225.78,169.91,138.63,,17,968,29,18.04,
08.08.19 14:04:12,19.88,107.38,151.08,176.16,129.49,137.22,119.4,161.9,233.21,113.2,152.88,81.83,130.19,130.19,233.99,243.08,114.58,136.51,141.11,48.65,129.14,94.51,225.39,169.55,137.92,,17,968,29,18.04,
08.08.19 14:04:27,20.13,106.36,151.08,175.79,129.49,136.51,122.52,161.9,233.6,112.52,153.59,81.83,132.99,130.19,234.78,243.48,116.3,136.16,141.11,48.01,126.7,94.18,226.17,169.55,137.92,,17,968,29,18.04,
08.08.19 14:04:42,20.38,108.07,151.8,173.58,128.09,136.16,114.58,160.45,233.6,111.83,153.24,80.5,135.45,130.19,234.39,243.48,115.26,136.16,140.04,47.06,127.74,93.51,225.78,169.18,137.92,,17,968,29,18.04,
08.08.19 14:04:57,20.63,105.68,149.29,174.68,127.39,133.34,118.71,159,235.17,111.14,151.44,79.51,129.14,128.79,233.6,243.08,114.23,134.75,139.34,46.1,126.7,92.5,225.39,168.08,137.22,,17,968,29,18.04,
08.08.19 14:05:12,20.88,105,148.94,173.21,126.35,131.59,114.92,157.92,233.99,110.12,151.8,78.19,132.99,124.95,233.99,242.68,113.2,134.4,138.98,44.83,124.95,91.83,225.39,167.35,137.22,,17,968,29,18.04,
08.08.19 14:05:27,21.13,106.36,148.22,169.18,126,131.59,112.52,157.92,234.39,109.77,151.44,78.19,130.19,126.7,233.6,243.08,112.17,134.05,138.28,43.88,126,91.49,225.78,166.99,136.86,,17,968,29,18.04,
08.08.19 14:05:42,21.38,103.98,147.15,169.55,125.65,130.89,114.92,153.95,234.78,108.75,150.72,77.53,128.44,128.44,233.6,243.48,111.83,134.05,137.22,42.92,123.56,90.82,225.39,166.26,136.51,,17,968,29,18.04,
08.08.19 14:05:57,21.63,102.96,148.58,168.08,124.95,130.54,110.46,153.59,234.78,108.75,150.37,75.88,128.44,127.74,233.6,242.68,110.46,133.34,136.51,41.97,124.61,90.15,225,165.9,136.16,,17,968,29,18.04,
08.08.19 14:06:12,21.88,104.32,147.15,160.45,124.61,129.84,112.86,153.95,234.78,108.07,150.01,74.9,131.24,128.09,233.6,242.68,111.14,132.64,136.16,40.71,123.56,89.82,225,165.53,135.81,,17,968,29,18.04,
08.08.19 14:06:27,22.13,101.94,146.79,159.36,122.87,129.49,107.04,153.59,233.99,107.38,149.29,72.92,127.39,122.87,233.21,242.68,110.12,132.64,135.1,39.44,121.83,89.15,225,164.8,135.1,,17,968,29,18.04,
08.08.19 14:06:42,22.38,100.59,145.37,158.64,122.17,129.49,110.46,156.83,233.6,107.38,148.94,72.6,126.35,125.65,233.21,242.68,108.75,131.94,134.75,38.49,123.56,88.82,225,164.08,135.1,,17,968,29,18.02,
08.08.19 14:06:57,22.63,102.96,146.08,157.92,121.48,128.44,108.75,156.47,233.99,106.7,148.94,72.6,127.04,125.65,232.82,242.28,110.46,131.59,133.7,37.23,121.48,88.15,224.61,163.71,135.45,,17,968,29,18.04,
08.08.19 14:07:12,22.88,100.59,145.37,156.47,120.1,128.44,109.43,155.39,233.21,106.36,148.58,71.94,126,126.7,232.42,242.28,109.09,130.54,133.7,35.34,122.52,87.48,224.22,162.99,134.4,,17,968,29,18.04,
08.08.19 14:07:27,23.13,100.25,142.52,157.56,119.4,127.74,108.75,154.31,234.39,105.34,147.86,71.29,123.56,121.13,232.82,242.28,107.72,130.54,132.64,34.4,121.48,87.15,224.22,162.62,134.05,,17,968,29,18.02,
08.08.19 14:07:42,23.38,101.6,146.44,157.2,118.37,127.39,103.98,153.24,234.78,105.34,147.15,70.63,127.39,123.22,232.82,242.28,106.7,129.84,131.94,33.46,120.44,86.81,224.61,161.9,134.4,,17,968,29,18.04,
08.08.19 14:07:57,23.63,99.23,142.17,156.83,116.99,126.7,108.75,152.88,232.82,105.34,147.51,69.65,122.87,123.22,232.03,242.28,107.72,129.49,131.24,32.2,121.48,86.15,223.83,162.99,134.75,,17,968,29,18.04,
08.08.19 14:08:12,23.88,98.56,144.66,156.11,116.3,126.35,102.62,151.8,234.39,103.98,146.79,69,126,122.17,232.42,241.89,105.68,128.44,130.89,31.58,118.71,85.81,224.22,161.9,134.4,,17,968,29,18.04,
08.08.19 14:08:27,24.13,100.59,142.17,156.83,116.3,125.65,106.36,150.72,234.78,104.32,146.44,68.67,126.35,118.37,232.03,241.89,105.34,127.04,130.19,30.64,120.1,85.15,224.22,161.54,134.05,,17,968,29,18.02,
08.08.19 14:08:42,24.38,96.2,141.11,157.92,114.58,125.3,104.66,150.37,232.82,103.64,145.72,68.34,120.1,120.79,232.42,241.89,105.34,126,129.14,30.01,119.4,84.48,223.83,161.54,134.4,,17,968,29,18.02,
08.08.19 14:08:57,24.63,96.87,142.17,158.64,113.2,124.95,104.32,149.29,234.78,103.3,145.37,65.73,121.13,121.13,232.42,241.49,105.34,124.61,128.79,29.7,116.99,84.15,224.22,160.45,134.05,,17,968,29,18.02,
08.08.19 14:09:12,24.88,99.91,139.34,158.64,112.86,124.26,104.32,148.22,234.39,102.96,145.72,65.08,124.61,118.37,232.03,241.49,103.3,123.91,128.44,29.08,118.37,84.15,223.83,160.45,134.4,,17,968,29,18.04,
08.08.19 14:09:27,25.13,94.18,140.4,159.36,111.49,123.22,100.93,147.86,232.42,102.28,145.01,64.11,117.68,118.02,231.64,241.49,103.64,123.22,127.04,27.83,116.3,82.49,223.44,159.72,134.05,,17,968,29,18.02,
