Measurement Name :,20190723_resp_2_pre,,Generated On :,"23/07/2019, 19:46:29",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
23.07.19 19:19:43,0.03,252.54,167.27,260.82,148.24,213.36,252.54,167.27,271.19,199.2,179.11,147.2,180.91,203.65,209.24,188.18,138.54,157.71,182.73,164.78,194.04,201.79,160.88,184.18,180.55,,18,968,29,18.2,
23.07.19 19:19:58,0.28,251.75,164.43,260.03,159.12,212.61,252.14,164.78,270.79,199.2,180.19,143.38,178.75,204.39,208.12,184.18,138.2,156.65,180.55,163.72,192.94,200.31,159.47,184.54,180.19,,18,968,29,18.25,
23.07.19 19:20:14,0.55,251.36,163.01,261.22,154.19,214.11,252.14,162.65,271.59,198.09,180.19,142.69,176.94,202.9,206.62,181.28,138.2,154.89,178.39,162.3,191.47,199.2,155.59,183.81,178.75,,18,968,29,18.32,
23.07.19 19:20:29,0.8,250.57,165.14,260.82,139.92,213.36,251.75,159.82,269.99,197.35,179.83,141.99,177.66,201.79,205.51,181.28,138.2,153.49,178.02,161.59,190.74,198.46,154.54,182,178.02,,18,968,29,18.36,
23.07.19 19:20:44,1.05,250.57,160.18,263.6,153.84,212.23,251.36,156.65,267.59,196.25,180.19,140.96,176.94,201.05,204.39,180.55,137.51,152.44,176.94,161.24,190.01,197.35,153.49,182.73,176.94,,18,968,29,18.39,
23.07.19 19:20:59,1.3,249.79,159.47,263.21,145.11,211.48,250.97,153.14,268.79,195.51,179.83,139.92,175.14,199.94,203.65,179.47,136.82,151.04,175.5,161.24,189.28,195.51,152.09,180.91,175.86,,18,968,29,18.43,
23.07.19 19:21:14,1.55,249.79,159.82,261.22,141.3,210.36,250.97,150.34,268.39,194.78,180.19,138.89,173.71,199.57,202.53,177.3,136.13,149.99,175.14,161.59,188.55,194.04,151.39,180.19,174.07,,18,968,29,18.45,
23.07.19 19:21:29,1.8,248.62,158.76,257.26,147.9,208.86,250.18,147.9,267.19,192.94,178.02,137.16,172.27,198.09,201.42,175.14,134.76,148.59,173.71,160.18,187.09,192.21,149.64,178.02,170.84,,18,968,29,18.5,
23.07.19 19:21:44,2.05,248.62,157,255.68,133.05,208.12,250.57,145.81,267.59,192.57,179.83,135.1,172.27,197.35,200.68,174.07,134.76,148.24,173.35,159.82,186.72,191.47,148.59,177.66,169.05,,18,968,29,18.52,
23.07.19 19:21:59,2.3,248.23,153.49,256.47,139.58,208.12,250.18,143.03,267.59,191.84,177.66,134.07,170.13,195.88,199.57,172.99,134.07,146.5,172.63,158.41,186,190.01,147.9,176.58,167.27,,18,968,29,18.54,
23.07.19 19:22:14,2.55,248.23,151.74,259.63,142.69,206.62,250.18,141.99,267.59,190.74,178.75,134.07,168.7,195.51,198.83,171.91,133.39,145.11,171.56,158.06,185.27,188.91,146.5,175.5,165.85,,18,968,29,18.55,
23.07.19 19:22:29,2.8,247.84,152.44,258.84,128.61,206.25,250.18,140.27,266.79,189.64,178.39,134.76,168.7,194.04,197.72,169.77,133.05,144.07,171.56,158.76,184.54,187.45,145.81,174.43,165.85,,18,968,29,18.57,
23.07.19 19:22:44,3.05,247.44,153.84,261.62,133.05,206.25,249.79,139.23,266.39,189.28,178.02,135.79,168.34,193.31,196.99,168.34,133.05,143.38,171.2,159.12,183.81,186,144.77,173.71,165.14,,18,968,29,18.59,
23.07.19 19:22:59,3.3,247.05,154.54,260.82,135.45,205.88,249.79,138.2,266.39,188.55,177.3,135.45,167.63,192.21,196.62,166.2,132.7,141.99,170.84,158.76,182.73,184.9,144.07,172.99,164.78,,18,968,29,18.61,
23.07.19 19:23:14,3.55,247.05,155.24,261.62,124.19,205.51,249.4,136.48,267.19,187.09,176.58,134.76,166.91,191.11,195.88,163.01,132.36,140.27,170.13,157.71,181.64,183.45,143.03,172.27,163.36,,18,968,29,18.64,
23.07.19 19:23:29,3.8,246.27,155.95,261.62,125.88,204.39,249.4,135.79,267.19,186.36,176.22,135.1,167.63,189.28,195.14,161.59,132.02,138.2,170.84,156.65,181.28,182.73,142.34,171.91,163.36,,18,968,29,18.65,
23.07.19 19:23:44,4.05,246.27,157,260.82,129.29,204.39,249.4,134.42,266.79,184.9,175.14,135.1,166.91,188.18,194.41,160.53,131.68,136.48,172.63,155.59,180.55,181.64,141.65,171.56,162.3,,18,968,29,18.68,
23.07.19 19:23:59,4.3,245.88,157.35,258.84,122.16,204.39,249.01,133.73,266.79,184.54,174.43,134.76,166.56,187.09,194.04,159.12,130.99,134.76,173.71,154.89,180.19,181.28,140.61,170.48,161.59,,18,968,29,18.68,
23.07.19 19:24:14,4.55,245.88,158.06,258.84,124.19,204.39,249.4,132.36,266.79,183.81,174.07,133.73,165.49,186.36,193.31,157.35,129.97,133.05,175.14,154.54,179.47,180.55,139.92,170.48,160.18,,18,968,29,18.7,
23.07.19 19:24:29,4.8,245.1,159.47,258.05,124.19,203.65,249.4,131.34,267.19,182,172.99,133.73,165.49,185.63,191.11,155.24,129.29,130.99,175.86,153.84,178.75,179.83,139.23,170.48,157.71,,18,968,29,18.72,
23.07.19 19:24:44,5.05,244.72,159.12,257.26,113.75,203.28,248.62,129.97,265.59,180.19,171.56,132.36,164.78,184.18,190.74,151.74,127.58,128.27,176.22,153.49,178.75,179.11,138.2,169.77,155.95,,18,968,29,18.73,
23.07.19 19:25:00,5.32,245.1,159.82,257.26,119.79,202.9,248.62,128.95,264,179.83,171.56,132.02,164.07,183.81,189.64,148.94,127.24,125.88,176.94,153.84,178.02,178.75,137.85,169.41,152.79,,18,968,29,18.73,
23.07.19 19:25:15,5.57,244.33,160.53,257.66,119.12,203.65,247.84,127.58,258.05,177.66,171.2,129.63,163.01,183.45,188.91,147.55,126.22,123.17,176.94,153.49,176.94,178.39,137.16,169.05,148.94,,18,968,29,18.75,
23.07.19 19:25:30,5.82,244.33,160.18,255.68,109.74,203.28,247.84,126.56,260.82,177.3,170.48,128.27,161.94,182.73,188.18,146.5,124.87,120.81,178.02,152.79,175.86,178.39,136.13,168.34,147.2,,18,968,29,18.75,
23.07.19 19:25:45,6.07,243.94,160.18,259.24,115.42,203.65,247.84,125.55,262.41,176.94,169.77,126.9,161.24,182.36,187.82,146.16,123.17,119.12,178.02,152.44,174.78,178.39,135.45,168.34,146.85,,18,968,29,18.77,
23.07.19 19:26:00,6.32,243.16,161.24,259.63,113.75,203.28,247.84,124.87,261.62,176.58,169.05,125.21,160.18,180.91,187.09,145.46,121.48,117.1,178.02,152.09,174.07,178.02,134.76,168.7,145.81,,18,968,29,18.79,
23.07.19 19:26:15,6.57,243.55,160.53,258.05,108.74,203.28,247.84,124.19,262.01,176.58,169.05,125.21,159.12,180.91,186.36,145.46,120.47,115.42,179.11,152.44,173.71,178.02,134.76,168.7,145.81,,18,968,29,18.79,
23.07.19 19:26:30,6.82,243.16,159.82,257.66,109.74,202.53,247.84,123.51,263.21,176.22,168.7,123.85,157.71,180.19,186,144.77,118.45,113.75,179.11,152.09,172.99,178.02,134.07,168.7,145.46,,18,968,29,18.82,
23.07.19 19:26:45,7.07,242.77,160.53,257.26,106.74,202.16,247.84,122.5,262.01,175.5,168.34,122.5,156.65,179.47,185.27,144.42,116.76,111.74,177.3,152.44,171.91,178.02,133.05,167.98,145.46,,18,968,29,18.82,
23.07.19 19:27:00,7.32,242.77,159.82,254.11,107.08,201.42,247.84,121.82,262.81,175.5,167.27,121.82,154.19,178.75,184.9,143.73,115.09,110.74,176.94,152.09,171.2,176.94,132.36,167.63,144.77,,18,968,29,18.84,
23.07.19 19:27:15,7.57,242.38,159.82,256.08,104.75,201.05,247.05,121.14,263.6,174.43,166.56,120.47,152.09,178.75,183.45,143.73,113.75,108.74,176.58,152.09,170.13,176.94,131.68,167.63,143.73,,18,968,29,18.84,
23.07.19 19:27:30,7.82,242.38,159.12,259.24,99.14,200.68,247.05,120.47,260.82,174.43,165.85,120.47,151.04,177.66,182,143.38,112.07,106.74,175.86,151.74,169.05,176.58,130.99,166.91,142.69,,18,968,29,18.84,
23.07.19 19:27:45,8.07,241.99,159.12,258.45,104.09,200.68,247.05,119.12,257.26,174.78,165.49,119.79,149.29,178.02,182,142.34,110.4,104.75,175.86,150.69,167.98,176.58,129.97,166.91,142.34,,18,968,29,18.84,
23.07.19 19:28:00,8.32,241.99,159.12,257.26,101.45,199.94,246.66,117.77,258.45,174.43,164.43,118.45,147.9,177.3,180.19,140.61,109.74,103.1,175.14,149.64,167.27,176.22,129.63,166.56,141.3,,18,968,29,18.86,
23.07.19 19:28:15,8.57,241.61,159.12,255.68,99.47,199.2,246.66,116.09,258.84,174.43,163.36,117.77,146.5,176.94,178.39,140.27,108.07,101.45,174.43,149.29,166.2,176.58,128.61,165.85,140.61,,18,968,29,18.86,
23.07.19 19:28:30,8.82,241.61,158.76,252.93,97.82,198.83,246.27,114.42,260.03,174.07,163.01,115.76,145.11,176.58,177.66,139.58,106.74,100.46,174.43,148.24,164.78,176.58,127.92,165.85,139.58,,18,968,29,18.86,
23.07.19 19:28:45,9.07,241.61,156.65,254.9,95.85,198.09,246.66,113.75,260.03,174.07,162.65,114.08,144.07,175.5,177.66,139.58,105.75,100.13,174.07,147.9,163.72,177.3,127.58,165.49,139.23,,18,968,29,18.89,
23.07.19 19:29:00,9.32,241.22,157.35,256.87,98.48,197.72,246.27,112.41,260.43,173.71,161.59,112.74,142.69,175.14,176.94,139.58,104.75,99.14,172.99,147.55,162.65,177.66,127.58,164.78,138.54,,18,968,29,18.88,
23.07.19 19:29:15,9.57,240.83,155.59,256.47,97.49,196.99,245.49,111.74,261.62,172.63,160.53,110.74,141.65,174.78,176.22,138.54,104.09,98.15,172.63,146.85,160.88,177.66,127.24,164.78,137.51,,18,968,29,18.88,
23.07.19 19:29:30,9.82,240.44,156.3,256.08,94.22,196.25,245.88,110.74,262.41,172.99,159.47,109.4,140.27,174.07,175.14,137.85,104.09,96.84,172.27,144.42,160.18,176.94,126.9,164.78,136.48,,18,968,29,18.89,
23.07.19 19:29:45,10.07,240.44,156.3,255.68,96.84,196.25,245.49,108.41,257.26,172.99,159.47,108.07,138.89,173.71,175.86,137.51,103.76,95.53,172.27,143.73,159.82,177.66,126.56,164.43,136.13,,18,968,29,18.89,
23.07.19 19:30:00,10.32,240.44,155.59,253.72,89.97,194.78,245.88,105.42,254.5,171.91,158.06,106.41,137.51,172.99,176.94,136.48,102.77,94.22,170.84,143.38,158.76,177.3,125.88,163.72,135.1,,18,968,29,18.9,
23.07.19 19:30:15,10.57,240.44,155.95,254.9,93.23,194.78,245.88,103.76,257.66,171.91,157.71,105.75,136.48,172.99,178.75,136.13,102.11,93.23,170.48,144.42,158.41,178.02,125.88,164.07,134.76,,18,968,29,18.91,
23.07.19 19:30:30,10.82,240.44,156.3,255.68,93.23,194.04,245.49,101.78,258.45,170.48,157,104.09,135.45,172.27,179.83,134.76,101.45,91.93,169.05,145.46,158.06,177.3,125.88,164.07,134.42,,18,968,29,18.9,
23.07.19 19:30:45,11.07,240.44,155.24,256.87,89,192.94,245.1,100.46,259.24,170.48,156.3,102.44,134.07,171.56,180.91,133.73,100.79,90.3,167.98,145.46,157.35,177.66,125.55,163.36,133.73,,18,968,29,18.91,
23.07.19 19:31:00,11.32,240.06,154.89,256.08,88.34,192.94,245.49,97.82,261.62,170.48,154.89,101.12,133.05,171.2,180.55,132.02,100.13,88.34,166.2,145.11,157,177.3,124.87,162.65,132.7,,18,968,29,18.91,
23.07.19 19:31:15,11.57,239.28,152.79,256.47,85.1,192.21,245.1,95.85,262.01,168.7,153.84,100.46,131.34,170.48,180.91,130.31,99.14,87.05,164.78,145.46,156.3,177.3,124.87,161.94,131.34,,18,968,29,18.9,
23.07.19 19:31:30,11.82,239.28,152.79,252.14,87.37,191.84,245.1,93.56,261.22,167.98,153.14,99.47,129.97,169.77,181.28,128.27,98.48,86.07,163.72,145.46,155.95,177.66,124.87,161.24,130.31,,18,968,29,18.93,
23.07.19 19:31:45,12.07,239.28,151.04,252.93,87.69,191.47,245.49,90.62,260.03,166.91,152.44,98.48,128.95,168.7,182.36,126.56,97.49,85.1,163.01,145.46,155.95,177.3,124.19,160.88,128.95,,18,968,29,18.93,
23.07.19 19:32:00,12.32,239.28,152.09,254.5,84.13,191.11,245.1,89.65,256.87,166.2,152.09,96.84,127.58,169.05,183.09,125.88,96.84,84.78,162.65,145.11,154.89,178.02,124.87,160.53,127.92,,18,968,29,18.91,
23.07.19 19:32:15,12.57,238.89,152.09,256.08,82.51,190.01,245.49,88.02,257.26,166.56,151.39,96.18,126.22,167.98,183.45,124.87,96.51,84.45,160.53,144.77,154.89,178.75,125.21,160.18,126.9,,18,968,29,18.93,
23.07.19 19:32:30,12.82,238.89,150.69,255.68,78.97,189.28,245.49,87.37,260.03,165.49,150.69,95.2,125.55,167.27,183.45,123.85,95.53,84.78,157.35,144.42,154.19,178.75,125.55,159.47,125.55,,18,968,29,18.91,
23.07.19 19:32:45,13.07,238.51,149.64,255.29,84.78,188.18,245.1,87.37,260.03,164.07,148.94,93.89,124.19,166.56,183.09,123.17,94.87,84.45,155.24,143.03,153.14,178.75,126.22,158.76,124.53,,18,968,29,18.91,
23.07.19 19:33:00,13.32,238.51,149.99,256.08,82.51,187.82,245.1,86.72,261.62,161.94,149.29,93.89,123.17,166.2,182.73,122.5,94.22,83.81,153.84,143.03,152.44,178.75,127.24,158.06,123.17,,18,968,29,18.91,
23.07.19 19:33:15,13.57,238.12,149.64,256.08,79.29,187.45,245.1,87.05,259.24,160.88,148.24,94.22,121.82,165.49,182.36,121.82,93.89,83.16,151.74,142.34,152.09,179.47,127.58,157.71,122.16,,18,968,29,18.91,
23.07.19 19:33:30,13.82,238.12,149.29,255.29,78.97,186.36,244.72,87.05,259.24,160.18,147.2,93.89,120.47,165.14,181.64,121.48,93.23,82.19,150.34,141.99,151.04,179.11,128.27,157,120.81,,18,968,29,18.93,
23.07.19 19:33:45,14.07,238.12,148.59,256.47,74.16,185.63,245.1,86.07,258.45,158.76,146.5,92.91,118.45,164.78,180.55,121.48,92.25,81.55,149.29,141.3,150.34,179.83,128.95,156.3,119.46,,18,968,29,18.93,
23.07.19 19:34:00,14.32,238.12,147.55,258.45,78.01,185.63,244.33,86.07,258.84,158.06,145.81,92.58,117.1,164.07,179.47,120.81,91.6,80.58,150.69,140.61,149.29,179.47,129.97,155.24,118.45,,18,968,29,18.93,
23.07.19 19:34:15,14.57,237.74,146.16,252.93,77.36,184.18,244.72,85.75,259.63,157.71,145.11,91.93,114.75,163.72,178.02,120.13,90.3,81.87,150.69,139.58,148.59,179.11,131.34,154.89,116.43,,18,968,29,18.93,
23.07.19 19:34:30,14.82,237.74,145.46,252.54,73.2,183.81,245.1,85.1,260.03,157.71,144.07,90.95,113.41,163.72,178.02,119.46,89.32,81.87,151.04,138.89,148.24,178.75,132.7,154.19,115.42,,18,968,29,18.93,
23.07.19 19:34:45,15.07,237.35,142.69,252.14,76.72,183.09,244.33,84.78,260.43,156.65,143.38,89.97,111.41,163.01,179.11,118.45,87.69,81.55,151.04,138.2,146.85,178.39,133.73,153.49,114.42,,18,968,29,18.93,
23.07.19 19:35:00,15.32,237.35,141.3,254.5,70.33,182.73,244.72,83.16,260.43,156.3,144.07,88.34,110.07,163.01,179.47,118.11,86.72,81.55,153.14,138.2,146.5,179.11,135.45,153.14,113.41,,18,968,29,18.93,
23.07.19 19:35:15,15.57,237.74,140.61,258.05,73.52,182,244.33,78.65,257.26,156.3,143.03,87.37,109.4,162.65,179.83,117.77,85.42,81.22,153.49,136.82,145.46,178.75,137.16,152.44,112.41,,18,968,29,18.95,
23.07.19 19:35:30,15.82,236.58,138.2,256.47,74.16,180.91,243.94,74.48,257.26,155.95,141.99,85.42,107.41,161.94,179.47,116.09,83.81,80.26,153.14,135.79,144.42,178.75,138.2,151.04,111.07,,18,968,29,18.93,
23.07.19 19:35:45,16.07,237.35,139.23,259.24,68.11,180.55,245.1,72.56,258.05,156.3,141.65,84.78,106.74,161.94,180.55,116.09,82.19,80.58,154.19,136.13,143.73,179.47,139.58,151.04,110.74,,18,968,29,18.93,
23.07.19 19:36:01,16.33,236.19,137.85,256.47,74.16,179.83,244.33,70.01,258.45,155.59,141.3,83.16,105.08,160.88,179.83,115.09,78.33,79.61,153.49,134.76,142.69,178.75,139.92,149.99,109.07,,18,968,29,18.93,
23.07.19 19:36:16,16.58,236.96,137.16,258.84,68.42,179.83,244.72,69.06,259.63,155.24,141.3,82.19,104.42,161.24,180.19,115.42,76.08,79.61,153.84,134.07,142.34,179.11,140.61,149.64,108.74,,18,968,29,18.91,
23.07.19 19:36:31,16.83,236.58,136.13,256.87,68.42,180.19,245.1,68.42,259.63,155.24,140.96,80.26,103.1,160.18,179.83,114.42,72.88,78.97,152.79,133.05,141.65,179.11,140.27,148.59,108.41,,18,968,29,18.95,
23.07.19 19:36:46,17.08,236.58,136.13,256.47,70.01,179.47,244.72,67.47,257.66,154.89,140.27,78.97,102.11,159.47,178.75,114.42,70.33,78.33,152.44,132.36,140.61,179.11,140.27,148.59,107.41,,18,968,29,18.93,
23.07.19 19:37:01,17.33,236.96,135.45,259.63,65.89,179.83,245.49,67.16,256.87,155.24,139.58,77.36,101.12,158.76,179.11,114.08,68.11,78.33,151.74,132.36,140.27,179.47,140.61,148.24,107.41,,18,968,29,18.93,
23.07.19 19:37:16,17.58,236.19,135.45,257.26,69.06,179.47,245.1,66.52,257.66,154.19,138.89,76.72,99.8,157,178.75,113.75,66.52,77.68,150.69,131.34,138.89,179.47,139.92,147.55,105.75,,18,968,29,18.95,
23.07.19 19:37:31,17.83,236.19,136.48,260.03,63.04,178.75,244.72,66.2,258.05,153.84,138.2,75.44,99.14,156.3,177.3,113.41,64.94,77.68,150.34,129.63,138.2,178.75,139.58,147.2,105.08,,18,968,29,18.93,
23.07.19 19:37:46,18.08,236.19,135.79,256.47,63.67,179.47,244.72,65.57,258.84,153.49,137.51,73.84,98.15,154.89,176.94,112.74,63.67,77.68,150.69,128.95,136.82,178.39,139.58,146.5,104.09,,18,968,29,18.95,
23.07.19 19:38:01,18.33,235.81,137.16,258.84,63.67,178.75,245.49,65.25,256.08,153.14,136.48,73.52,96.84,153.84,176.58,112.07,63.04,77.36,150.69,128.27,135.79,177.66,139.92,145.81,103.43,,18,968,29,18.93,
23.07.19 19:38:16,18.58,235.81,136.48,257.66,60.52,179.11,245.49,65.25,256.87,153.14,136.13,72.56,95.85,152.79,176.58,111.41,63.04,77.36,150.69,127.58,135.1,178.02,139.92,145.46,103.1,,18,968,29,18.93,
23.07.19 19:38:31,18.83,235.81,137.16,257.66,63.04,178.75,246.27,65.57,256.08,153.14,135.45,71.61,94.87,152.09,175.86,110.4,62.41,77.04,149.64,126.56,134.07,177.66,139.92,144.77,102.11,,18,968,29,18.93,
23.07.19 19:38:46,19.08,235.81,134.07,258.84,57.07,178.75,245.88,65.25,257.26,152.09,135.1,70.33,93.89,151.39,174.78,109.07,61.15,77.04,149.29,125.55,133.39,177.3,139.92,143.73,100.46,,18,968,29,18.91,
23.07.19 19:39:01,19.33,235.42,133.39,256.08,61.47,178.39,245.49,63.99,258.05,152.09,134.42,69.38,92.91,150.69,175.14,108.41,60.21,76.72,148.94,123.51,132.02,176.22,139.58,143.38,99.47,,18,968,29,18.93,
23.07.19 19:39:16,19.58,235.04,132.36,259.24,58.64,176.58,245.88,63.04,258.05,152.79,133.39,68.11,91.28,149.99,174.07,107.41,58.95,77.36,148.59,122.83,130.31,176.22,139.23,142.34,98.81,,18,968,29,18.93,
23.07.19 19:39:31,19.83,234.65,129.63,256.08,56.13,176.58,245.49,62.1,258.45,152.79,133.05,67.16,89.97,149.64,174.07,106.74,57.69,77.04,148.59,122.16,129.63,175.14,139.58,142.69,97.82,,18,968,29,18.93,
23.07.19 19:39:46,20.08,235.04,130.65,258.84,59.26,176.58,246.27,60.52,256.87,153.49,133.05,66.84,88.67,148.59,172.99,106.41,57.38,77.04,147.9,121.82,128.95,174.78,139.23,141.99,97.82,,18,968,29,18.91,
23.07.19 19:40:01,20.33,235.42,130.65,257.66,53.31,175.86,245.88,60.21,256.08,153.84,132.7,66.84,87.69,148.59,172.99,106.08,55.81,76.72,148.59,121.48,128.27,174.78,139.58,141.65,97.17,,18,968,29,18.91,
23.07.19 19:40:16,20.58,234.65,129.63,257.66,56.13,175.14,246.27,58.95,256.47,153.14,132.36,65.89,86.07,147.9,171.91,104.75,54.25,76.4,147.9,120.81,126.9,174.07,137.85,141.3,96.51,,18,968,29,18.93,
23.07.19 19:40:31,20.83,235.04,130.99,257.66,53.63,175.14,245.88,58.01,257.66,152.79,131.68,65.25,85.1,147.55,172.27,104.09,53.63,76.08,147.2,119.79,125.88,173.35,137.51,140.61,95.85,,18,968,29,18.91,
23.07.19 19:40:46,21.08,235.04,129.29,256.08,50.82,176.22,246.27,57.38,258.05,152.44,130.99,64.31,84.13,147.2,172.99,103.43,53,76.08,146.5,119.12,125.55,173.35,137.51,139.92,95.2,,18,968,29,18.93,
23.07.19 19:41:01,21.33,234.27,128.27,258.84,52.07,175.5,245.88,56.13,257.66,150.69,130.65,63.67,82.84,146.16,172.63,102.11,52.38,75.76,146.5,118.11,124.53,172.63,136.82,139.23,94.22,,18,968,29,18.91,
23.07.19 19:41:16,21.58,234.65,127.58,255.68,48.34,176.22,245.88,55.19,255.29,149.99,130.31,63.36,82.19,146.16,172.27,100.46,52.07,74.8,147.2,117.44,123.51,172.63,136.48,138.89,92.91,,18,968,29,18.91,
23.07.19 19:41:31,21.83,234.27,127.58,258.05,48.96,176.94,245.49,53.94,254.9,148.94,129.29,62.1,80.58,145.46,172.27,99.14,51.44,74.48,146.85,116.09,122.5,172.27,135.79,137.51,91.6,,18,968,29,18.91,
23.07.19 19:41:46,22.08,234.27,127.24,256.87,48.96,178.39,245.88,53.31,256.47,148.24,128.61,61.47,79.29,145.46,171.2,97.82,50.82,74.16,146.85,115.42,122.16,172.27,135.45,137.16,90.62,,18,968,29,18.9,
23.07.19 19:42:01,22.33,234.27,126.9,257.66,44.93,178.75,246.27,52.07,257.26,147.2,127.92,60.52,78.65,145.11,171.56,96.84,50.2,73.52,146.85,114.75,121.48,172.27,135.1,136.82,89.65,,18,968,29,18.91,
23.07.19 19:42:16,22.58,234.27,126.22,258.05,46.48,178.02,245.49,50.82,258.05,147.2,127.58,58.95,77.36,145.11,170.84,95.2,49.89,72.88,146.5,113.75,120.47,171.91,134.42,136.48,88.67,,18,968,29,18.89,
23.07.19 19:42:31,22.83,234.27,126.56,255.68,44,179.11,246.27,50.2,257.66,147.55,126.9,58.64,76.4,144.07,170.84,94.22,50.2,72.56,145.81,113.08,119.79,171.56,134.07,135.79,87.69,,18,968,29,18.91,
23.07.19 19:42:46,23.08,233.5,125.21,258.84,43.08,178.75,245.49,48.65,254.11,147.9,125.88,57.07,75.44,143.38,169.77,93.23,48.96,71.29,145.11,112.41,118.45,170.84,133.39,135.1,86.4,,18,968,29,18.91,
23.07.19 19:43:01,23.33,233.88,125.21,255.68,46.17,179.11,245.88,48.03,255.29,148.59,125.55,56.44,74.48,143.38,170.13,92.91,48.96,70.97,144.07,111.74,118.11,170.84,132.7,134.42,85.75,,18,968,29,18.89,
23.07.19 19:43:16,23.58,233.88,125.88,258.05,40.92,179.11,245.88,47.1,255.68,148.24,126.22,54.56,74.16,142.69,169.41,92.58,48.96,70.01,141.99,111.07,117.1,170.84,131.34,134.07,84.45,,18,968,29,18.9,
23.07.19 19:43:31,23.83,233.5,125.88,255.68,43.7,179.11,245.49,45.86,256.47,148.59,124.19,53.31,73.52,141.3,169.41,91.6,47.72,69.06,140.61,110.4,116.09,171.2,130.31,133.05,82.84,,18,968,29,18.89,
23.07.19 19:43:46,24.08,233.88,125.55,256.47,41.54,179.11,245.88,44.62,257.66,148.59,123.85,52.38,73.2,141.3,169.41,91.6,47.41,68.74,139.23,110.4,115.42,171.56,129.29,132.7,82.19,,18,968,29,18.89,
23.07.19 19:44:01,24.33,233.5,124.53,258.05,41.54,178.02,245.88,43.39,255.29,147.9,122.16,51.13,72.24,140.27,169.05,90.62,46.48,67.79,135.79,109.4,113.75,171.56,127.92,132.02,81.22,,18,968,29,18.89,
23.07.19 19:44:16,24.58,233.88,123.85,255.29,43.7,178.02,245.88,42.15,252.93,148.24,122.5,51.13,71.61,139.92,169.41,90.3,46.48,66.84,134.42,109.07,112.74,171.91,127.58,132.36,80.26,,18,968,29,18.89,
23.07.19 19:44:31,24.83,233.88,123.85,258.45,38.16,178.02,246.27,40.92,254.9,147.55,122.5,50.2,71.29,139.92,169.41,89.32,45.55,66.2,133.39,108.41,112.07,171.91,126.9,131.34,79.61,,18,968,29,18.89,
23.07.19 19:44:46,25.08,233.5,123.51,254.5,39.39,178.75,246.27,40,256.08,146.85,121.82,49.58,70.65,139.92,169.41,88.67,45.24,66.2,134.76,108.41,111.41,172.27,126.22,130.99,78.65,,18,968,29,18.89,
